address,neighborhood,list_price,lat,lon,estimator_low,estimator_final,estimator_high,estimator_range,delta_list_minus_estimator,delta_estimator_minus_list,confidence_score,confidence_label,error
#202 8108 109 ST NW,Rosslyn,235000.0,53.5930025,-113.5084125,230245.12,275053.13,319861.14,89616.02000000002,-40053.130000000005,40053.130000000005,99.0,high,
#304 10837 83 AV NW,Garneau,368000.0,53.5189484,-113.5110044,289378.76,379464.52,469550.28,180171.52000000002,-11464.520000000019,11464.520000000019,99.0,high,
#202 10746 80 AV NW,Queen Alexandra,189000.0,53.5161992,-113.5082963,914151.01,1202830.27,1491509.53,577358.52,-1013830.27,1013830.27,99.0,high,
#206 10837 83 AV NW,Garneau,369900.0,53.5189484,-113.5110044,289378.76,379464.52,469550.28,180171.52000000002,-9564.520000000019,9564.520000000019,99.0,high,
10919 79 AV NW,Garneau,899900.0,53.5150778,-113.5129993,741254.7,975335.13,1209415.56,468160.8600000001,-75435.13,75435.13,99.0,high,
10870 75 ST NW,Virginia Park,450000.0,53.558558,-113.4505739,348148.57,458090.23,568031.89,219883.32,-8090.229999999981,8090.229999999981,99.0,high,
10880 73 ST NW,Virginia Park,625000.0,53.5597404,-113.4479625,357982.08,471029.05,584076.02,226093.94,153970.95,-153970.95,99.0,high,
1117 59A ST SW,Walker,525000.0,53.4233254,-113.4324656,429542.54,518388.58,607234.62,177692.08000000002,6611.419999999984,-6611.419999999984,99.0,high,
2118 52A ST SW,Walker,439900.0,53.4197405,-113.4228337,491560.18,582241.27,672922.36,181362.18,-142341.27000000002,142341.27000000002,99.0,high,
430 WATT BV SW,Walker,450000.0,53.4199103,-113.4331678,378283.15,441740.34,505197.53,126914.38,8259.659999999974,-8259.659999999974,99.0,high,
5315 22 AV SW,Summerside,459900.0,53.4127467,-113.4567236,508676.76,639595.06,770513.36,261836.59999999998,-179695.06000000006,179695.06000000006,99.0,high,
1712 64 ST SW,Walker,399000.0,53.4195291,-113.4405255,365735.54,427402.92,489070.3,123334.76000000001,-28402.919999999984,28402.919999999984,99.0,high,
1844 56 ST SW,Walker,644900.0,53.4185129,-113.4275632,410541.94,484143.17,557744.4,147202.46000000002,160756.83000000002,-160756.83000000002,99.0,high,
1121 59A ST SW,Walker,589000.0,53.4233254,-113.4324656,429542.54,518388.58,607234.62,177692.08000000002,70611.41999999998,-70611.41999999998,99.0,high,
#75 603 WATT BV SW,Walker,339900.0,53.4199103,-113.4331678,378283.15,441740.34,505197.53,126914.38,-101840.34000000003,101840.34000000003,99.0,high,
6116 10 AV SW,Summerside,565000.0,53.4242161,-113.4569007,401212.99,488805.07,576397.15,175184.16000000003,76194.93,-76194.93,99.0,high,
5333 21A AV SW,Summerside,730000.0,53.4131639,-113.446728,366804.92,429059.12,491313.32,124508.40000000002,300940.88,-300940.88,99.0,high,
3444 WEIDLE WY SW,Walker,450000.0,53.4116054,-113.4417317,411462.08,507491.13,603520.18,192058.10000000003,-57491.130000000005,57491.130000000005,99.0,high,
6159 12 AV SW,Walker,659900.0,53.422647,-113.4303681,534568.36,703379.42,872190.48,337622.12,-43479.42000000004,43479.42000000004,99.0,high,
2315 51 ST SW,Walker,605000.0,53.4190077,-113.4191401,443640.61,561772.24,679903.87,236263.26,43227.76000000001,-43227.76000000001,99.0,high,
5110 23A AV SW,Walker,599900.0,53.4115673,-113.4199081,492321.75,616763.81,741205.87,248884.12,-16863.810000000056,16863.810000000056,99.0,high,
#19 20425 93 AV NW,Holyrood,798000.0,53.5277457,-113.4555083,418824.18,504607.44,590390.7,171566.51999999996,293392.56,-293392.56,99.0,high,
9520 206 ST NW,The Hamptons,828000.0,53.4869607,-113.6760008,469407.78,561034.09,652660.4,183252.62,266965.91000000003,-266965.91000000003,99.0,high,
20936 95 AV NW,Holyrood,480000.0,53.5326022,-113.4509861,6707.48,8825.63,10943.78,4236.300000000001,471174.37,-471174.37,99.0,high,
9439 209 ST NW,Trumpeter,459900.0,53.5906507,-113.6798419,468892.95,574690.19,680487.43,211594.48000000004,-114790.18999999994,114790.18999999994,99.0,high,
9332 211 ST NW NW,Trumpeter,379900.0,53.5885601,-113.682756,415846.54,547166.5,678486.46,262639.92,-167266.5,167266.5,99.0,high,
9425 206A ST NW,Webber Greens,459900.0,53.5305411,-113.6741565,417350.56,505016.87,592683.18,175332.62000000005,-45116.869999999995,45116.869999999995,99.0,high,
#42 20425 93 AV NW,Holyrood,849900.0,53.5277457,-113.4555083,418824.18,504607.44,590390.7,171566.51999999996,345292.56,-345292.56,99.0,high,
#33 9350 211 ST NW,Trumpeter,424900.0,53.5885601,-113.682756,415846.54,547166.5,678486.46,262639.92,-122266.5,122266.5,99.0,high,
#2 20425 93 AV NW,Holyrood,699900.0,53.5277457,-113.4555083,418824.18,504607.44,590390.7,171566.51999999996,195292.56,-195292.56,99.0,high,
762 WELLS WD NW,Wedgewood Heights,720000.0,53.479836,-113.6501807,576862.79,691526.86,806190.93,229328.14,28473.140000000014,-28473.140000000014,99.0,high,
1486 WELBOURN DR NW,Wedgewood Heights,2950000.0,53.4742457,-113.6459362,685710.53,891106.61,1096502.69,410792.1599999999,2058893.3900000001,-2058893.3900000001,99.0,high,
14 Wedgewood CR NW NW,Wedgewood Heights,1688800.0,53.4803757,-113.6388701,1079162.54,1482366.13,1885569.72,806407.1799999999,206433.8700000001,-206433.8700000001,79.0,medium,
121 WEAVER DR NW,Wedgewood Heights,889900.0,53.4791292,-113.6429728,650553.77,855991.8,1061429.83,410876.06000000006,33908.19999999995,-33908.19999999995,99.0,high,
1619 WELBOURN COVE CV NW,Wedgewood Heights,538888.0,53.4739967,-113.6487248,523262.98,633966.95,744670.92,221407.94000000006,-95078.94999999995,95078.94999999995,99.0,high,
2624 millwoods road east NW NW,Weinlos,99900.0,53.4588534,-113.408209,74659.02,98235.55,121812.08,47153.06,1664.449999999997,-1664.449999999997,99.0,high,
4432 33A AV NW,Weinlos,275000.0,53.4636126,-113.4081101,305766.97,362517.92,419268.87,113501.90000000002,-87517.91999999998,87517.91999999998,99.0,high,
3132 49A ST NW,Weinlos,421000.0,53.4624553,-113.4198958,333702.7,416718.14,499733.58,166030.88,4281.859999999986,-4281.859999999986,99.0,high,
3312 44A ST NW,Weinlos,399700.0,53.4608188,-113.4071957,371771.34,457669.91,543568.48,171797.13999999996,-57969.909999999974,57969.909999999974,99.0,high,
#406 2620 millwoods road east NW,Weinlos,139000.0,53.4588534,-113.408209,74659.02,98235.55,121812.08,47153.06,40764.45,-40764.45,99.0,high,
4427 32A AV NW,Weinlos,339900.0,53.4622798,-113.4075081,297918.26,355084.21,412250.16,114331.89999999997,-15184.210000000021,15184.210000000021,99.0,high,
#212 2620 MILL WOODS RD E NW,Weinlos,129950.0,53.457957,-113.4084083,328398.96,432103.9,535808.84,207409.87999999995,-302153.9,302153.9,87.0,high,
3011 44A ST NW,Weinlos,489999.0,53.4607208,-113.4071269,339670.35,428645.2,517620.05,177949.7,61353.79999999999,-61353.79999999999,99.0,high,
#109 2624 MILL WOODS RD E NW,Weinlos,94900.0,53.4579942,-113.4083808,328389.26,432091.13,535793.0,207403.74,-337191.13,337191.13,87.0,high,
4616 32 AV NW,Weinlos,448900.0,53.4628568,-113.41289,320698.38,383189.24,445680.1,124981.71999999997,65710.76000000001,-65710.76000000001,99.0,high,
12924 135A AV NW,Kensington,425000.0,53.5975771,-113.5374674,291169.5,347847.38,404525.26,113355.76000000001,77152.62,-77152.62,99.0,high,
12824 134 AV NW,Wellington,409900.0,53.5947283,-113.5439628,339355.37,420471.29,501587.21,162231.84000000003,-10571.289999999979,10571.289999999979,99.0,high,
13316 128 ST NW,Grandview Heights,444500.0,53.4996708,-113.5493849,672182.02,884450.02,1096718.02,424536.0,-439950.02,439950.02,99.0,high,
13538 127 ST NW,Northwest Industrial,620000.0,53.5808646,-113.5411297,302496.77,415517.54,528538.31,226041.54000000004,204482.46000000002,-204482.46000000002,79.0,medium,
13904 135 AV NW,Wellington,415000.0,53.5955826,-113.5602759,292488.74,384853.6,477218.46,184729.72000000003,30146.400000000023,-30146.400000000023,99.0,high,
13316 136 AV NW,Wellington,434900.0,53.5980447,-113.5516212,331218.84,401773.66,472328.48,141109.63999999996,33126.340000000026,-33126.340000000026,99.0,high,
13608 137 ST NW,Wellington,489999.0,53.5985766,-113.5590417,319006.13,419744.91,520483.69,201477.56,70254.09000000003,-70254.09000000003,99.0,high,
13320 139 ST NW,Carlton,379000.0,53.6185015,-113.5628518,366713.13,431807.12,496901.11,130187.97999999998,-52807.119999999995,52807.119999999995,99.0,high,
9613 151 ST NW,West Jasper Place (Neighbourhood),450000.0,53.533536,-113.5812032,366813.83,471615.79,576417.75,209603.91999999998,-21615.78999999998,21615.78999999998,99.0,high,
9812 154 ST NW,West Jasper Place (Neighbourhood),669900.0,53.5366095,-113.5872199,532429.82,700565.55,868701.28,336271.4600000001,-30665.550000000047,30665.550000000047,99.0,high,
9544 154 ST NW,West Jasper Place (Neighbourhood),875000.0,53.5327878,-113.587247,633624.53,830915.9,1028207.27,394582.74,44084.09999999998,-44084.09999999998,99.0,high,
9723 152 ST NW NW,Mitchell Industrial,429000.0,53.5719892,-113.5836084,1241.03,1704.71,2168.39,927.3599999999999,427295.29,-427295.29,99.0,high,
9945 154 ST NW,West Jasper Place (Neighbourhood),2089000.0,53.5389936,-113.5864668,461079.66,606683.76,752287.86,291208.2,1482316.24,-1482316.24,99.0,high,
10006 152 ST NW NW,Mitchell Industrial,489000.0,53.5719892,-113.5836084,1241.03,1704.71,2168.39,927.3599999999999,487295.29,-487295.29,96.5,high,
9814 155 ST NW,Rio Terrace Neighbourhood,699999.0,53.507468,-113.5890706,468404.59,578637.15,688869.71,220465.11999999994,121361.84999999998,-121361.84999999998,99.0,high,
9519 151 ST NW,West Jasper Place (Neighbourhood),2179999.0,53.5320963,-113.5812397,253972.89,334174.86,414376.83,160403.94,1845824.1400000001,-1845824.1400000001,99.0,high,
8906 168 ST NW,West Meadowlark Park,519777.0,53.5264757,-113.6125072,365890.27,432697.44,499504.61,133614.33999999997,87079.56,-87079.56,99.0,high,
9311 169 ST NW,West Meadowlark Park,474900.0,53.5290835,-113.6136233,354625.23,418874.3,483123.37,128498.14000000001,56025.70000000001,-56025.70000000001,99.0,high,
#147 8745 165 ST NW NW,West Meadowlark Park,127900.0,53.5216714,-113.6086708,88812.97,116859.17,144905.37,56092.399999999994,11040.830000000002,-11040.830000000002,87.0,high,
#133 8735 165 ST NW,West Meadowlark Park,145000.0,53.5212017,-113.6086745,88785.67,116823.25,144860.83,56075.15999999999,28176.75,-28176.75,87.0,high,
16310 87 AV NW,University of Alberta,2125000.0,53.5229094,-113.526032,15747889.67,21631716.58,27515543.49,11767653.819999998,-19506716.58,19506716.58,87.0,high,
#143 8735 165 ST NW,West Meadowlark Park,135000.0,53.5212017,-113.6086745,88785.67,116823.25,144860.83,56075.15999999999,18176.75,-18176.75,87.0,high,
108 IRONWOOD PL NW,Westbrook Estates,699900.0,53.4719793,-113.5409274,654706.83,899322.57,1143938.31,489231.4800000001,-199422.56999999995,199422.56999999995,96.5,high,
108 WESTBROOK DR NW,Westbrook Estates,7000000.0,53.4651721,-113.5489049,929488.11,1276769.38,1624050.65,694562.5399999999,5723230.62,-5723230.62,79.0,medium,
129 IRONWOOD PL NW,Westbrook Estates,978000.0,53.4707524,-113.5404294,517818.53,711289.19,904759.85,386941.31999999995,266710.81000000006,-266710.81000000006,96.5,high,
112 WESTBROOK DR NW,Westbrook Estates,5495000.0,53.4651721,-113.5489049,929488.11,1276769.38,1624050.65,694562.5399999999,4218230.62,-4218230.62,79.0,medium,
11019 132 St NW,Westmount,725000.0,53.5580573,-113.5492622,428630.05,563986.91,699343.77,270713.72000000003,161013.08999999997,-161013.08999999997,99.0,high,
11021 132 street NW,Oxford,719000.0,53.6268031,-113.5513925,366445.59,482165.25,597884.91,231439.32,236834.75,-236834.75,99.0,high,
10812 128 ST NW,Westmount,865000.0,53.5529652,-113.5432213,624674.31,768599.43,912524.55,287850.24,96400.56999999995,-96400.56999999995,99.0,high,
10920 132 ST NW,Westmount,539900.0,53.5546212,-113.5499892,401679.83,528526.09,655372.35,253692.51999999996,11373.910000000033,-11373.910000000033,99.0,high,
10823 130 ST NW,Westmount,799900.0,53.5534343,-113.5458419,564587.76,742878.63,921169.5,356581.74,57021.369999999995,-57021.369999999995,99.0,high,
10704 130 ST NW,Westmount,640000.0,53.5515471,-113.5465616,474650.8,585730.38,696809.96,222159.15999999997,54269.619999999995,-54269.619999999995,99.0,high,
10815 131 ST NW,Westmount,625000.0,53.5528318,-113.5478212,416152.88,547569.58,678986.28,262833.4,77430.42000000004,-77430.42000000004,99.0,high,
#209 11033 127 ST NW,Westmount,250000.0,53.5578203,-113.5408898,148450.53,195329.65,242208.77,93758.23999999999,54670.350000000006,-54670.350000000006,99.0,high,
#406 12110 106 AV NW,Westmount,235000.0,53.5500567,-113.5313309,210260.3,270711.11,331161.92,120901.62,-35711.109999999986,35711.109999999986,99.0,high,
#316 10535 122 ST NW,Westmount,179000.0,53.5489421,-113.5313102,143052.81,183644.12,224235.43,81182.62,-4644.119999999995,4644.119999999995,87.0,high,
#227 10535 122 ST NW,Westmount,196000.0,53.5489421,-113.5313102,143052.81,183644.12,224235.43,81182.62,12355.880000000005,-12355.880000000005,87.0,high,
#116 11033 127 ST NW,Westmount,219900.0,53.5578203,-113.5408898,148450.53,195329.65,242208.77,93758.23999999999,24570.350000000006,-24570.350000000006,99.0,high,
43 WESTRIDGE RD NW,Westridge,1450000.0,53.5076093,-113.6046437,511826.74,610842.71,709858.68,198031.94000000006,839157.29,-839157.29,99.0,high,
2857 Lakeside CL NW,Westview Village,125000.0,53.5488677,-113.6982429,1776107.28,2046135.85,2316164.42,540057.1399999999,-1921135.85,1921135.85,87.0,high,
3419 Lakeview Point NW NW,Westview Village,139900.0,53.5536735,-113.7036872,57801.16,79397.2,100993.24,43192.08,60502.8,-60502.8,79.0,medium,
341 West Brook WY NW NW,Westview Village,112000.0,53.5534622,-113.6962227,41526.71,54640.41,67754.11,26227.4,57359.59,-57359.59,87.0,high,
2001 West View GR NW,Westview Village,179900.0,53.5522172,-113.6967916,41640.73,54790.44,67940.15,26299.41999999999,125109.56,-125109.56,99.0,high,
140 West View CR NW,Westview Village,139900.0,53.5551472,-113.6962079,2402513.28,3161201.68,3919890.08,1517376.8000000003,-3021301.68,3021301.68,87.0,high,
2438 Lakeview BA NW,Westview Village,115000.0,53.5522172,-113.6967916,41640.73,54790.44,67940.15,26299.41999999999,60209.56,-60209.56,99.0,high,
429 Westview CL NW,Westview Village,99000.0,,,,,,,,,,,missing_or_invalid_coordinates
2958 Lakewood DR NW NW,Westview Village,164900.0,53.5505181,-113.701811,41762.07,54950.09,68138.11,26376.04,109949.91,-109949.91,87.0,high,
441 WESTVIEW CL NW NW,Westview Village,63000.0,53.5522172,-113.6967916,41640.73,54790.44,67940.15,26299.41999999999,8209.559999999998,-8209.559999999998,99.0,high,
321 Westbrook WY NW,Westview Village,82500.0,53.5522172,-113.6967916,41640.73,54790.44,67940.15,26299.41999999999,27709.559999999998,-27709.559999999998,99.0,high,
862 west coast BA NW,Westview Village,120000.0,53.5522172,-113.6967916,41640.73,54790.44,67940.15,26299.41999999999,65209.56,-65209.56,99.0,high,
#2 12042 101 ST NW,Westwood,519000.0,53.5748635,-113.4940854,428662.0,564028.95,699395.9,270733.9,-45028.94999999995,45028.94999999995,99.0,high,
12131 101 STREET NW NW,Central McDougall,689900.0,53.5521057,-113.4942303,574948.07,756510.62,938073.17,363125.1000000001,-66610.62,66610.62,99.0,high,
12219 107 ST NW,Westwood,299900.0,53.5773704,-113.5043905,261301.29,340297.32,419293.35,157992.05999999997,-40397.32000000001,40397.32000000001,99.0,high,
12223 107 ST NW,Westwood,299900.0,53.5774784,-113.504382,335430.17,420172.52,504914.87,169484.7,-120272.52000000002,120272.52000000002,99.0,high,
12137 103 ST NW,Spruce Avenue,469888.0,53.5764545,-113.4970112,409376.12,515181.29,620986.46,211610.33999999997,-45293.28999999998,45293.28999999998,99.0,high,
