address,neighborhood,list_price,lat,lon,estimator_low,estimator_final,estimator_high,estimator_range,delta_list_minus_estimator,delta_estimator_minus_list,confidence_score,confidence_label,error
8804 138 ST NW,Carlton,900000.0,53.6276258,-113.559438,428414.13,526393.76,624373.39,195959.26,373606.24,-373606.24,99.0,high,
14374 PARK DR NW,Parkview,2998888.0,53.5294003,-113.5717649,1781301.57,2343817.85,2906334.13,1125032.5599999998,655070.1499999999,-655070.1499999999,99.0,high,
14712 PARK DR NW,Parkview,964900.0,53.5302018,-113.5751688,621866.85,818245.85,1014624.85,392758.0,146654.15000000002,-146654.15000000002,99.0,high,
13758 VALLEYVIEW DR NW,Parkview,7999000.0,53.5272526,-113.5600035,783609.02,1031064.5,1278519.98,494910.95999999996,6967935.5,-6967935.5,99.0,high,
8907 140 ST NW NW,Pembina,929900.0,53.6037959,-113.5625194,953708.95,1254880.2,1556051.45,602342.5,-324980.19999999995,324980.19999999995,87.0,high,
9243 148 ST NW,Brander Gardens,2100000.0,53.49567,-113.5751006,472571.98,603064.1,733556.22,260984.24,1496935.9,-1496935.9,99.0,high,
8815 142 ST NW,Parkview,2750000.0,53.5210866,-113.5656114,358514.24,471729.26,584944.28,226430.04000000004,2278270.74,-2278270.74,99.0,high,
14632 87 AV NW,Parkview,548800.0,53.5194767,-113.574388,359234.18,472676.55,586118.92,226884.74000000005,76123.45000000001,-76123.45000000001,99.0,high,
14643 92A AV NW,Parkview,1899000.0,53.5264062,-113.5742723,1199044.84,1577690.58,1956336.32,757291.48,321309.4199999999,-321309.4199999999,99.0,high,
14816 93 AV NW,Parkview,1799980.0,53.5285029,-113.577128,965133.36,1269912.31,1574691.26,609557.9,530067.69,-530067.69,99.0,high,
9045 149 Street NW,Parkview,2200000.0,53.5246238,-113.5776208,371803.27,489214.83,606626.39,234823.12,1710785.17,-1710785.17,99.0,high,
14726 91 AV NW,Parkview,299900.0,53.5249524,-113.576422,205522.5,270424.34,335326.18,129803.68,29475.659999999974,-29475.659999999974,99.0,high,
7716 157 ST NW,Britannia Youngstown,519000.0,53.5505611,-113.5921104,371538.67,488866.67,606194.67,234656.00000000006,30133.330000000016,-30133.330000000016,99.0,high,
#207 7815 159 ST NW,Mayfield,152000.0,53.5525005,-113.5957176,244570.18,317399.35,390228.52,145658.34000000003,-165399.34999999998,165399.34999999998,99.0,high,
#108 7805 159 ST NW,Mayfield,159900.0,53.5525005,-113.5957176,244570.18,317399.35,390228.52,145658.34000000003,-157499.34999999998,157499.34999999998,99.0,high,
7715 158 ST NW,Patricia Heights,899900.0,53.5099138,-113.5930078,411949.23,542038.46,672127.69,260178.45999999996,357861.54000000004,-357861.54000000004,99.0,high,
7216 156 ST NW,Rio Terrace Neighbourhood,2100000.0,53.5064061,-113.5904096,508648.1,606576.51,704504.92,195856.82000000007,1493423.49,-1493423.49,99.0,high,
#324 13111 140 AV NW,Pembina,239900.0,53.6015215,-113.5494794,4295898.84,5652498.48,7009098.12,2713199.2800000003,-5412598.48,5412598.48,87.0,high,
#108 12804 140 AV NW,Pembina,193500.0,53.6020921,-113.5435685,229336.94,290207.77,351078.6,121741.65999999997,-96707.77000000002,96707.77000000002,99.0,high,
#44 12815 CUMBERLAND RD NW,Cumberland,348000.0,53.6052279,-113.5449994,391762.38,460097.7,528433.02,136670.64,-112097.70000000001,112097.70000000001,99.0,high,
#8 12930 140 AV NW,Pembina,289000.0,53.6017493,-113.5459872,286085.78,329069.09,372052.4,85966.62,-40069.090000000026,40069.090000000026,87.0,high,
#213 13005 140 AV NW,Pembina,189900.0,53.6015439,-113.5474309,202889.52,266959.89,331030.26,128140.74000000002,-77059.89000000001,77059.89000000001,87.0,high,
#47 12815 Cumberland RD NW,Cumberland,355000.0,53.6052279,-113.5449994,391762.38,460097.7,528433.02,136670.64,-105097.70000000001,105097.70000000001,99.0,high,
#412 12804 140 AV NW,Pembina,194900.0,53.6020921,-113.5435685,229336.94,290207.77,351078.6,121741.65999999997,-95307.77000000002,95307.77000000002,99.0,high,
#226 12804 140 AV NW,Pembina,199900.0,53.6020921,-113.5435685,229336.94,290207.77,351078.6,121741.65999999997,-90307.77000000002,90307.77000000002,99.0,high,
#407 12804 140 AV NW,Pembina,229900.0,53.6020921,-113.5435685,229336.94,290207.77,351078.6,121741.65999999997,-60307.77000000002,60307.77000000002,99.0,high,
13072 211 ST NW,Trumpeter,544900.0,53.5885601,-113.682756,415846.54,547166.5,678486.46,262639.92,-2266.5,2266.5,99.0,high,
1407 OSPREY CT NW,Pintail Landing,639900.0,53.589198,-113.6918321,151944.06,177635.97,203327.88,51383.82000000001,462264.03,-462264.03,99.0,high,
12816 205 ST NW,The Hamptons,429900.0,53.4931092,-113.6740159,483919.37,592619.87,701320.37,217401.0,-162719.87,162719.87,99.0,high,
4551 WARBLER LO NW,Pintail Landing,747600.0,53.5811757,-113.7062605,165363.0,217582.89,269802.78,104439.78000000003,530017.11,-530017.11,99.0,high,
1129 GYRFALCON CR NW,Hawks Ridge,949999.0,53.5869163,-113.6987001,468466.83,616403.72,764340.61,295873.77999999997,333595.28,-333595.28,99.0,high,
#5 13119 209 ST NW,Trumpeter,432500.0,53.5906507,-113.6798419,468892.95,574690.19,680487.43,211594.48000000004,-142190.18999999994,142190.18999999994,99.0,high,
#20 2004 TRUMPETER WY NW,Trumpeter,322000.0,53.5880606,-113.6710518,445365.5,564913.31,684461.12,239095.62,-242913.31000000006,242913.31000000006,99.0,high,
4354 KINGLET DR NW,Pintail Landing,409998.0,53.5807629,-113.7082384,100271.55,131936.25,163600.95,63329.40000000001,278061.75,-278061.75,99.0,high,
4205 Kinglet DR NW,Pintail Landing,414998.0,53.5793203,-113.7009854,83780.58,110237.61,136694.64,52914.06000000001,304760.39,-304760.39,99.0,high,
1265 Peregrine Terrace NW,Hawks Ridge,932500.0,53.5901324,-113.6976726,449578.48,579968.08,710357.68,260779.20000000007,352531.92000000004,-352531.92000000004,99.0,high,
3138 Magpie Wy NW,Starling,635000.0,53.5916188,-113.6626565,146986.26,193402.97,239819.68,92833.41999999998,441597.03,-441597.03,99.0,high,
9612 189 ST NW,La Perle,470000.0,53.5317577,-113.6489563,363081.45,438673.18,514264.91,151183.45999999996,31326.820000000007,-31326.820000000007,99.0,high,
#101 9760 174 ST NW,Terra Losa,200000.0,53.5337493,-113.6222201,187673.34,223996.1,260318.86,72645.51999999999,-23996.100000000006,23996.100000000006,87.0,high,
#302 17467 98A AV NW,Terra Losa,139900.0,53.5337339,-113.6239735,167108.39,219879.46,272650.53,105542.14000000001,-79979.45999999999,79979.45999999999,87.0,high,
#3 9703 174 ST NW,Terra Losa,339000.0,53.533185,-113.6208143,288171.97,332062.43,375952.89,87780.92000000004,6937.570000000007,-6937.570000000007,87.0,high,
#2 9703 174 ST NW,Ritchie,339900.0,53.5149294,-113.4800495,482428.07,634773.77,787119.47,304691.39999999997,-294873.77,294873.77,99.0,high,
9733 184 ST NW,La Perle,559900.0,53.5340224,-113.6398346,444537.55,559509.22,674480.89,229943.34000000003,390.78000000002794,-390.78000000002794,99.0,high,
#329 17447 98A AV NW,Terra Losa,239900.0,53.5336793,-113.6230081,167157.87,219944.57,272731.27,105573.40000000002,19955.429999999993,-19955.429999999993,87.0,high,
#101 17467 98A AV NW,Terra Losa,172500.0,53.5337339,-113.6239735,167108.39,219879.46,272650.53,105542.14000000001,-47379.45999999999,47379.45999999999,87.0,high,
#107 9760 176 st NW,Terra Losa,229900.0,53.5316194,-113.6271598,55436.81,72943.17,90449.53,35012.72,156956.83000000002,-156956.83000000002,87.0,high,
#320 9620 174 ST NW,Thorncliff,169900.0,53.5190132,-113.6226758,417196.63,488837.99,560479.35,143282.71999999997,-318937.99,318937.99,99.0,high,
#53 9718 176 ST NW,Terra Losa,395000.0,53.5316194,-113.6271598,55436.81,72943.17,90449.53,35012.72,322056.83,-322056.83,87.0,high,
9806 180 Street NW,La Perle,359999.0,53.5339131,-113.6312661,290560.95,345759.11,400957.27,110396.32,14239.890000000014,-14239.890000000014,99.0,high,
10520 52 AV NW,Pleasantview,419999.0,53.4890036,-113.5014166,375558.37,491633.1,607707.83,232149.45999999996,-71634.09999999998,71634.09999999998,99.0,high,
5328 105B ST NW,Pleasantview,465000.0,53.4907816,-113.5027143,438270.24,524694.47,611118.7,172848.45999999996,-59694.46999999997,59694.46999999997,99.0,high,
10716 52 AV NW,Pleasantview,528800.0,53.4895302,-113.5086252,403282.15,500524.65,597767.15,194485.0,28275.349999999977,-28275.349999999977,99.0,high,
10512 55 AV NW,Pleasantview,499900.0,53.4923423,-113.5009686,424899.43,516211.29,607523.15,182623.72000000003,-16311.289999999979,16311.289999999979,99.0,high,
#408 10530 56 AV NW,Pleasantview,299999.0,53.4939016,-113.5022786,235318.51,305980.99,376643.47,141324.95999999996,-5981.989999999991,5981.989999999991,87.0,high,
5512 109A ST NW,Parkallen,1525000.0,53.4992525,-113.5140147,561885.36,739322.84,916760.32,354874.95999999996,785677.16,-785677.16,99.0,high,
10663 61 AV NW,Pleasantview,789000.0,53.4979598,-113.5053579,363029.37,477670.22,592311.07,229281.69999999995,311329.78,-311329.78,99.0,high,
10908 57 AV NW NW,Pleasantview,1399000.0,53.4941812,-113.5128922,866406.97,1140009.17,1413611.37,547204.4000000001,258990.83000000007,-258990.83000000007,99.0,high,
10531 52 AV NW,Pleasantview,425000.0,53.4887239,-113.5022594,338178.55,424031.08,509883.61,171705.06,968.9199999999837,-968.9199999999837,99.0,high,
10945 54 AV NW,Pleasantview,509000.0,53.4914537,-113.5139932,389176.51,512074.35,634972.19,245795.67999999993,-3074.3499999999767,3074.3499999999767,99.0,high,
#214 10530 56 AV NW,Pleasantview,275000.0,53.4939016,-113.5022786,235318.51,305980.99,376643.47,141324.95999999996,-30980.98999999999,30980.98999999999,87.0,high,
#307 1620 48 ST NW,Capilano,109000.0,53.5535476,-113.4164817,390908.44,514353.21,637797.98,246889.53999999998,-405353.21,405353.21,87.0,high,
2006 MILL WOODS RD E NW,Pollard Meadows,225000.0,53.4548393,-113.4092973,335727.57,441746.8,547766.03,212038.46000000002,-216746.8,216746.8,99.0,high,
2010 46 ST NW,Capilano,485000.0,53.5557237,-113.4137664,360473.3,474306.98,588140.66,227667.36000000004,10693.020000000019,-10693.020000000019,99.0,high,
4927 19 AV NW,Pollard Meadows,279000.0,53.4499594,-113.4183939,271237.01,312318.97,353400.93,82163.91999999998,-33318.96999999997,33318.96999999997,99.0,high,
#103 1624 48 ST NW,Capilano,114800.0,53.5535476,-113.4164817,390908.44,514353.21,637797.98,246889.53999999998,-399553.21,399553.21,87.0,high,
#208 1620 48 ST NW,Capilano,119900.0,53.5535476,-113.4164817,390908.44,514353.21,637797.98,246889.53999999998,-394453.21,394453.21,87.0,high,
#311 1624 48 ST NW,Capilano,109900.0,53.5535476,-113.4164817,390908.44,514353.21,637797.98,246889.53999999998,-404453.21,404453.21,87.0,high,
#402 1624 48 ST NW,Capilano,130000.0,53.5535476,-113.4164817,390908.44,514353.21,637797.98,246889.53999999998,-384353.21,384353.21,87.0,high,
#203 1628 48 ST NW,Capilano,123900.0,53.5535476,-113.4164817,390908.44,514353.21,637797.98,246889.53999999998,-390453.21,390453.21,87.0,high,
215 PETER CL NW NW,Potter Greens,559900.0,53.5146217,-113.6708207,506429.34,621219.86,736010.38,229581.03999999998,-61319.859999999986,61319.859999999986,99.0,high,
535 PARDEE BAY BA NW,Potter Greens,639900.0,53.5171545,-113.6647766,467365.29,614954.33,762543.37,295178.08,24945.670000000042,-24945.670000000042,99.0,high,
12033 124 ST NW,Lansdowne,669900.0,53.486139,-113.5458392,643597.16,778280.84,912964.52,269367.36,-108380.83999999997,108380.83999999997,99.0,high,
12513 120 AV NW,Prince Charles,494500.0,53.5733593,-113.5391727,362168.83,476537.93,590907.03,228738.2,17962.070000000007,-17962.070000000007,99.0,high,
12504 119 Avenue NW,Prince Charles,1499900.0,53.5721165,-113.5380295,450356.38,592574.19,734792.0,284435.62,907325.81,-907325.81,99.0,high,
12504 119 AV NW,Prince Charles,1499900.0,53.5721165,-113.5380295,450356.38,592574.19,734792.0,284435.62,907325.81,-907325.81,99.0,high,
12503 122 AV NW,Prince Charles,450000.0,53.5765217,-113.538194,267751.26,352304.29,436857.32,169106.06,97695.71000000002,-97695.71000000002,99.0,high,
#103 12110 119 Ave NW,Prince Charles,139999.0,53.5722659,-113.5314416,122104.61,140840.79,159576.97,37472.36,-841.7900000000081,841.7900000000081,99.0,high,
12207 127 ST NW,Sherbrooke,265000.0,53.5770074,-113.5408157,215961.59,284159.99,352358.39,136396.80000000002,-19159.98999999999,19159.98999999999,99.0,high,
11840B 122 ST NW,Prince Charles,169999.0,53.5716248,-113.5329495,291116.32,379197.17,467278.02,176161.7,-209198.16999999998,209198.16999999998,99.0,high,
11828 124 ST NW,Prince Charles,385000.0,53.5711842,-113.5363595,301419.28,396604.32,491789.36,190370.07999999996,-11604.320000000007,11604.320000000007,99.0,high,
12124 122 ST NW,Prince Charles,428000.0,53.5758143,-113.5328598,312312.52,409758.12,507203.72,194891.19999999995,18241.880000000005,-18241.880000000005,99.0,high,
12031 124 ST NW,Lansdowne,669900.0,53.486139,-113.5458392,643597.16,778280.84,912964.52,269367.36,-108380.83999999997,108380.83999999997,99.0,high,
11927 123 ST NW,Grandview Heights,599900.0,53.5020559,-113.5421765,712504.65,904292.67,1096080.69,383576.0399999999,-304392.67000000004,304392.67000000004,99.0,high,
11327 122 St NW,Inglewood,2290000.0,53.5632482,-113.5321239,465698.27,612760.88,759823.49,294125.22,1677239.12,-1677239.12,99.0,high,
#109 11429 124 ST NW,Westmount,127900.0,53.5542406,-113.5357971,1126540.8,1482290.52,1838040.24,711499.44,-1354390.52,1354390.52,99.0,high,
11124 110a Avenue,Queen Mary Park,569000.0,53.5579326,-113.5141588,412590.94,542882.81,673174.68,260583.74000000005,26117.189999999944,-26117.189999999944,99.0,high,
11124 110A AV NW,Queen Mary Park,569000.0,53.5579326,-113.5141588,412590.94,542882.81,673174.68,260583.74000000005,26117.189999999944,-26117.189999999944,99.0,high,
11745 122 Street,Aspen Gardens,999000.0,53.4794055,-113.5480659,546313.35,669245.39,792177.43,245864.08000000007,329754.61,-329754.61,99.0,high,
7513 OBSERVER LN NW,Blatchford,469998.0,53.5703478,-113.516964,399012.01,548093.42,697174.83,298162.81999999995,-78095.42000000004,78095.42000000004,96.5,high,
7819 YORKE RD NW,Blatchford,628800.0,53.5686608,-113.5202347,585272.05,792857.71,1000443.37,415171.31999999995,-164057.70999999996,164057.70999999996,96.5,high,
10204 113 Avenue NW,Spruce Avenue,1799900.0,53.5628856,-113.4959001,773451.91,1017699.88,1261947.85,488495.94000000006,782200.12,-782200.12,99.0,high,
11715 123 ST NW,Inglewood,409900.0,53.5690224,-113.5338211,341152.57,448884.96,556617.35,215464.77999999997,-38984.96000000002,38984.96000000002,99.0,high,
10204 113 AV NW,Spruce Avenue,1799900.0,53.5628856,-113.4959001,773451.91,1017699.88,1261947.85,488495.94000000006,782200.12,-782200.12,99.0,high,
#101 11019 107 ST NW,Lauderdale,89900.0,53.5884628,-113.5041425,333623.25,396619.68,459616.11,125992.85999999999,-306719.68,306719.68,87.0,high,
12421 115 AV NW,Inglewood,424888.0,53.5650888,-113.5371664,378686.23,480715.39,582744.55,204058.32000000007,-55827.390000000014,55827.390000000014,99.0,high,
16527 3 ST NE,Quarry Ridge,725000.0,53.6234064,-113.3361398,701500.89,945722.54,1189944.19,488443.29999999993,-220722.54000000004,220722.54000000004,79.0,medium,
15651 2 ST NE,Quarry Ridge,449900.0,53.6246737,-113.3385568,542688.2,727832.68,912977.16,370288.9600000001,-277932.68000000005,277932.68000000005,96.5,high,
727 166 AV NE,Quarry Ridge,614773.0,53.6276727,-113.3296517,901732.34,1238643.32,1575554.3,673821.9600000001,-623870.3200000001,623870.3200000001,96.5,high,
15647 2 ST NE,Quarry Ridge,449900.0,53.6246737,-113.3385568,542688.2,727832.68,912977.16,370288.9600000001,-277932.68000000005,277932.68000000005,96.5,high,
15643 2 ST NE,Quarry Ridge,449900.0,53.6246737,-113.3385568,542688.2,727832.68,912977.16,370288.9600000001,-277932.68000000005,277932.68000000005,96.5,high,
235 157 AV NE,Quarry Ridge,459900.0,53.6174681,-113.3432185,124632.34,158584.32,192536.3,67903.95999999999,301315.68,-301315.68,96.5,high,
247 166 AV NE,Quarry Ridge,710000.0,53.6281393,-113.3367966,510476.82,673461.43,836446.04,325969.22000000003,36538.56999999995,-36538.56999999995,96.5,high,
16511 8 ST NE,Quarry Ridge,1300000.0,53.6278851,-113.3327604,537923.38,738905.74,939888.1,401964.72,561094.26,-561094.26,96.5,high,
319 157 AV NE,Quarry Ridge,549900.0,53.6174675,-113.3418253,135655.46,168994.46,202333.46,66678.0,380905.54000000004,-380905.54000000004,96.5,high,
16608 9 ST NE,Rural North East South Sturgeon,1285000.0,53.6133253,-113.3319341,729650.43,1002267.07,1274883.71,545233.2799999999,282732.93000000005,-282732.93000000005,79.0,medium,
#211 10808 71 AV NW,Queen Alexandra,289900.0,53.5078023,-113.5099133,261404.47,331707.21,402009.95,140605.48,-41807.21000000002,41807.21000000002,99.0,high,
#406 10811 72 AV NW,Queen Alexandra,339900.0,53.5084082,-113.5097531,561621.25,738975.33,916329.41,354708.16000000003,-399075.32999999996,399075.32999999996,99.0,high,
#303 10432 76 AV NW,Queen Alexandra,175000.0,53.5123789,-113.5001157,457737.08,602285.63,746834.18,289097.10000000003,-427285.63,427285.63,99.0,high,
10817 75 AV NW,Queen Alexandra,869900.0,53.511196,-113.5101243,467143.61,614662.64,762181.67,295038.06000000006,255237.36,-255237.36,99.0,high,
#1 & 2 7419 106 ST NW,Queen Alexandra,1150000.0,53.5109238,-113.5039132,421631.26,554777.98,687924.7,266293.43999999994,595222.02,-595222.02,99.0,high,
7024 105A ST NW,Steinhauer,574000.0,53.4663459,-113.503179,453231.02,568414.16,683597.3,230366.28000000003,5585.839999999967,-5585.839999999967,99.0,high,
10708 75 AV NW,Queen Alexandra,425000.0,53.5113723,-113.5067518,431415.48,562954.29,694493.1,263077.62,-137954.29000000004,137954.29000000004,99.0,high,
10434 77 Ave NW,Queen Alexandra,1920000.0,53.5133369,-113.5001508,404252.14,531910.71,659569.28,255317.14,1388089.29,-1388089.29,99.0,high,
10620 79 Avenue,Rosenthal,3680000.0,53.5122083,-113.7148557,429605.78,565270.76,700935.74,271329.95999999996,3114729.24,-3114729.24,91.0,high,
10623 75 AV NW,Queen Alexandra,899900.0,53.5111863,-113.505517,676214.26,889755.6,1103296.94,427082.67999999993,10144.400000000023,-10144.400000000023,99.0,high,
7306 106 ST NW,Downtown,925000.0,53.5459531,-113.5028918,1756063.89,2310610.38,2865156.87,1109092.9800000002,-1385610.38,1385610.38,99.0,high,
10806 72 AV NW,Queen Alexandra,947000.0,53.508529,-113.509618,612656.78,806127.34,999597.9,386941.12,140872.66000000003,-140872.66000000003,99.0,high,
#415 10531 117 ST NW,Prince Rupert,189900.0,53.5658427,-113.5216934,1516808.98,1995801.29,2474793.6,957984.6200000001,-1805901.29,1805901.29,87.0,high,
#330 10531 117 ST NW,Prince Rupert,249900.0,53.5658427,-113.5216934,1516808.98,1995801.29,2474793.6,957984.6200000001,-1745901.29,1745901.29,87.0,high,
#106 10531 117 ST NW,Prince Rupert,330000.0,53.5658427,-113.5216934,1516808.98,1995801.29,2474793.6,957984.6200000001,-1665801.29,1665801.29,87.0,high,
#315 10508 119 ST NW,Queen Mary Park,200000.0,53.5484754,-113.527235,192367.94,253115.71,313863.48,121495.53999999998,-53115.70999999999,53115.70999999999,99.0,high,
11305 108 AV NW,Mayfield,449000.0,53.5527471,-113.5912353,295528.34,364139.16,432749.98,137221.63999999996,84860.84000000003,-84860.84000000003,99.0,high,
#18 10812 115 ST NW,Queen Mary Park,89900.0,53.5535734,-113.5199953,63303.52,83294.11,103284.7,39981.18,6605.889999999999,-6605.889999999999,99.0,high,
#114 10531 117 ST NW,Prince Rupert,225000.0,53.5658427,-113.5216934,1516808.98,1995801.29,2474793.6,957984.6200000001,-1770801.29,1770801.29,87.0,high,
#239 10636 120 ST NW,Queen Mary Park,184900.0,53.5507459,-113.5290065,7263958.61,9557840.27,11851721.93,4587763.319999999,-9372940.27,9372940.27,87.0,high,
#412 10518 113 ST NW,Queen Mary Park,259900.0,53.5486676,-113.516379,181059.32,238235.95,295412.58,114353.26000000001,21664.04999999999,-21664.04999999999,99.0,high,
#128 10531 117 ST NW,Prince Rupert,145000.0,53.5658427,-113.5216934,1516808.98,1995801.29,2474793.6,957984.6200000001,-1850801.29,1850801.29,87.0,high,
104 QUESNELL CR NW,Quesnell Heights,1149500.0,53.5094632,-113.5698866,683502.63,899345.56,1115188.49,431685.86,250154.43999999994,-250154.43999999994,99.0,high,
#33 4403 Riverbend RD NW,Haddow,299900.0,53.4579428,-113.5906123,465866.66,584983.63,704100.6,238233.94,-285083.63,285083.63,99.0,high,
#9 4403 RIVERBEND RD NW,Haddow,270000.0,53.4579428,-113.5906123,465866.66,584983.63,704100.6,238233.94,-314983.63,314983.63,99.0,high,
4720 147A ST NW,Ramsay Heights,768000.0,53.4857671,-113.5740495,602454.91,792703.83,982952.75,380497.83999999997,-24703.829999999958,24703.829999999958,99.0,high,
#309 14811 51 AV NW,Ramsay Heights,194000.0,53.488729,-113.5766561,116925.73,135330.71,153735.69,36809.96000000001,58669.29000000001,-58669.29000000001,87.0,high,
#208 14803 51 AV NW,Ramsay Heights,160000.0,53.4887722,-113.5764254,102726.91,135166.99,167607.07,64880.16,24833.01000000001,-24833.01000000001,87.0,high,
4207 147 ST NW,Ramsay Heights,614999.0,53.4791316,-113.574672,428871.34,564304.39,699737.44,270866.0999999999,50694.609999999986,-50694.609999999986,99.0,high,
14934 43 AV NW,Kiniski Gardens,338000.0,53.4804686,-113.3967137,240365.01,300200.41,360035.81,119670.79999999999,37799.590000000026,-37799.590000000026,99.0,high,
#2 4403 RIVERBEND RD NW,Haddow,259900.0,53.4579428,-113.5906123,465866.66,584983.63,704100.6,238233.94,-325083.63,325083.63,99.0,high,
14916 43 AV NW,Royal Gardens,300000.0,53.4796647,-113.5287616,335361.26,407737.47,480113.68,144752.41999999998,-107737.46999999997,107737.46999999997,99.0,high,
4804 154 ST NW,Ramsay Heights,2495000.0,53.4866498,-113.5842806,668268.46,879300.6,1090332.74,422064.28,1615699.4,-1615699.4,99.0,high,
12216 176 AV NW NW,Elsinore,409000.0,53.6384122,-113.4923489,405310.99,533303.93,661296.87,255985.88,-124303.93000000005,124303.93000000005,87.0,high,
16811 120 ST NW,Malmo Plains,429900.0,53.4863724,-113.5379916,34000.87,44737.99,55475.11,21474.239999999998,385162.01,-385162.01,87.0,high,
12152 172 AV NW,Baturyn,618000.0,53.6340034,-113.4976234,320941.6,389239.35,457537.1,136595.5,228760.65000000002,-228760.65000000002,99.0,high,
12232 167B AV NW,Canossa,599900.0,53.6301641,-113.5289548,382940.78,508576.07,634211.36,251270.57999999996,91323.93,-91323.93,96.5,high,
12026 167B AV NW,Canossa,409900.0,53.6301641,-113.5289548,382940.78,508576.07,634211.36,251270.57999999996,-98676.07,98676.07,96.5,high,
12219 167A AV NW,Canossa,388000.0,53.6293123,-113.5249324,363329.89,438156.81,512983.73,149653.83999999997,-50156.81,50156.81,99.0,high,
705 RIDDELL ST NW,Rhatigan Ridge,728800.0,53.478837,-113.5902169,513300.55,675395.46,837490.37,324189.82,53404.54000000004,-53404.54000000004,99.0,high,
158 RHATIGAN RD E NW,Rhatigan Ridge,645000.0,53.4763621,-113.5776092,490171.23,644962.15,799753.07,309581.83999999997,37.84999999997672,-37.84999999997672,87.0,high,
954 RICE RD NW,Rhatigan Ridge,939000.0,53.4786941,-113.588338,552425.61,691181.91,829938.21,277512.6,247818.08999999997,-247818.08999999997,99.0,high,
471 RONNING ST NW,Rhatigan Ridge,899000.0,53.4743196,-113.5924039,676202.03,889739.51,1103276.99,427074.95999999996,9260.48999999999,-9260.48999999999,99.0,high,
873 RYAN PL NW,Rhatigan Ridge,648000.0,53.4703368,-113.5818336,512837.87,615289.18,717740.49,204902.62,32710.81999999995,-32710.81999999995,99.0,high,
175 ROY ST NW,Rhatigan Ridge,854000.0,53.4744411,-113.5957792,839597.25,1062848.19,1286099.13,446501.8799999999,-208848.18999999994,208848.18999999994,99.0,high,
8507 35 AV NW,Richfield,439900.0,53.4677926,-113.4608523,353389.52,420794.1,488198.68,134809.15999999997,19105.900000000023,-19105.900000000023,99.0,high,
3518 78 ST NW,Richfield,349900.0,53.4676336,-113.4526842,299432.91,358257.22,417081.53,117648.62000000005,-8357.219999999972,8357.219999999972,99.0,high,
363 RICHFIELD RD NW,Richfield,439900.0,53.4669795,-113.4590911,351069.44,428090.99,505112.54,154043.09999999998,11809.01000000001,-11809.01000000001,99.0,high,
3432 81 ST NW,Richfield,400000.0,53.4665852,-113.4554044,314055.79,413231.3,512406.81,198351.02000000002,-13231.299999999988,13231.299999999988,99.0,high,
3859 85 ST NW,Richfield,339900.0,53.4729304,-113.457827,272943.28,359135.89,445328.5,172385.21999999997,-19235.890000000014,19235.890000000014,99.0,high,
254 RICHFIELD RD NW,Richfield,114900.0,53.4678072,-113.4574808,364171.86,458039.87,551907.88,187736.02000000002,-343139.87,343139.87,99.0,high,
3508 84 ST NW,Richfield,539900.0,53.4677963,-113.4597789,372602.15,448761.99,524921.83,152319.67999999993,91138.01000000001,-91138.01000000001,99.0,high,
727 107A ST SW,Richford,899900.0,53.4255849,-113.5050266,536933.29,669864.75,802796.21,265862.9199999999,230035.25,-230035.25,99.0,high,
#129 11074 ELLERSLIE RD SW,Anthony Henday South,279000.0,53.4248984,-113.549923,370314.01,474956.91,579599.81,209285.80000000005,-195956.90999999997,195956.90999999997,87.0,high,
#26 10550 ELLERSLIE RD SW,Anthony Henday South,979800.0,53.4248984,-113.549923,370314.01,474956.91,579599.81,209285.80000000005,504843.09,-504843.09,87.0,high,
#211 11080 ELLERSLIE RD SW,Anthony Henday South,369900.0,53.4248984,-113.549923,370314.01,474956.91,579599.81,209285.80000000005,-105056.90999999997,105056.90999999997,87.0,high,
#59 10550 ELLERSLIE RD SW,Anthony Henday South,1099000.0,53.4248984,-113.549923,370314.01,474956.91,579599.81,209285.80000000005,624043.0900000001,-624043.0900000001,87.0,high,
10812 5 AV SW,Ellerslie Crossing,1775000.0,53.4287913,-113.4705858,404769.92,470038.7,535307.48,130537.56,1304961.3,-1304961.3,99.0,high,
4104 109 ST NW,Rideau Park,490000.0,53.4779554,-113.5125968,431321.71,517735.34,604148.97,172827.25999999995,-27735.340000000026,27735.340000000026,99.0,high,
#102 10511 42 AV NW,Strathcona Industrial Park,184900.0,53.4797026,-113.4843669,3416033.83,4692354.16,5968674.49,2552640.66,-4507454.16,4507454.16,79.0,medium,
#110 10511 42 AV NW,Rideau Park,148800.0,53.4783157,-113.502519,185943.16,224378.58,262814.0,76870.84,-75578.57999999999,75578.57999999999,87.0,high,
#208 10421 42 AV NW,Rideau Park,229000.0,53.4777733,-113.500053,347160.38,456789.97,566419.56,219259.18000000005,-227789.96999999997,227789.96999999997,99.0,high,
#301 10511 42 AV NW,Rideau Park,184900.0,53.4783157,-113.502519,185943.16,224378.58,262814.0,76870.84,-39478.57999999999,39478.57999999999,87.0,high,
#226 10511 42 AV NW,Rideau Park,250000.0,53.4783157,-113.502519,185943.16,224378.58,262814.0,76870.84,25621.420000000013,-25621.420000000013,87.0,high,
15404 RIO TERRACE DR NW,Rio Terrace Neighbourhood,1149900.0,53.5054179,-113.5862758,688946.66,906508.76,1124070.86,435124.20000000007,243391.24,-243391.24,99.0,high,
