address,beds,baths,square_footage,price,link,neighborhood,lat,long
308 BERINGER CR NW,5,3,1778,"$549,900",https://www.realtor.ca/real-estate/29557845/308-beringer-cr-nw-edmonton-breckenridge-greens,Breckenridge Greens,53.5134446,-113.6808107
#408 304 LEWIS ESTATES BV NW,2,2,1037,"$249,900",https://www.realtor.ca/real-estate/29556271/408-304-lewis-estates-bv-nw-edmonton-breckenridge-greens,Potter Greens,53.5180906,-113.6805839
444 BRECKENRIDGE LANE NW NW,4,4,1717,"$659,500",https://www.realtor.ca/real-estate/29443018/444-breckenridge-lane-nw-nw-edmonton-breckenridge-greens,Breckenridge Greens,53.5150486,-113.6832719
3711 161 AV NW,3,4,1591,"$517,500",https://www.realtor.ca/real-estate/29556051/3711-161-av-nw-edmonton-brintnell,Brintnell,53.6233864,-113.4002046
#23 445 Brintnell BV NW NW,3,3,1301,"$349,900",https://www.realtor.ca/real-estate/29541121/23-445-brintnell-bv-nw-nw-edmonton-brintnell,Brintnell,53.6196380,-113.4052566
15920 38 ST NW,3,3,1370,"$429,900",https://www.realtor.ca/real-estate/29501032/15920-38-st-nw-edmonton-brintnell,Brintnell,53.6220885,-113.4018814
3716 160A AV NW,2,4,1238,"$389,900",https://www.realtor.ca/real-estate/29476090/3716-160a-av-nw-edmonton-brintnell,Brintnell,53.6228158,-113.4006144
3711 163 AV NW,3,3,2230,"$588,000",https://www.realtor.ca/real-estate/29466387/3711-163-av-nw-edmonton-brintnell,Matt Berry,53.6241395,-113.4423962
3908 161 AV NW NW,3,2,1259,"$384,900",https://www.realtor.ca/real-estate/29400794/3908-161-av-nw-nw-edmonton-brintnell,Tawa,53.4572920,-113.4307148
4816 155 AVE NW NW,3,2,2217,"$545,000",https://www.realtor.ca/real-estate/29311135/4816-155-ave-nw-nw-edmonton-brintnell,Brintnell,53.6172670,-113.4161620
10536 162 ST NW,3,2,680,"$379,000",https://www.realtor.ca/real-estate/29502477/10536-162-st-nw-edmonton-britannia-youngstown,Britannia Youngstown,53.5496305,-113.6010426
10541 157 ST NW,3,2,670,"$389,000",https://www.realtor.ca/real-estate/29501352/10541-157-st-nw-edmonton-britannia-youngstown,Britannia Youngstown,53.5505611,-113.5921104
10451 157 ST NW NW,2,2,828,"$420,000",https://www.realtor.ca/real-estate/29468317/10451-157-st-nw-nw-edmonton-britannia-youngstown,Britannia Youngstown,53.5505611,-113.5921104
10316 160 ST NW,,,,"$424,500",https://www.realtor.ca/real-estate/29463914/10316-160-st-nw-edmonton-britannia-youngstown,Britannia Youngstown,53.5453480,-113.5975716
10518 163 ST NW,4,1,944,"$374,900",https://www.realtor.ca/real-estate/29463454/10518-163-st-nw-edmonton-britannia-youngstown,Britannia Youngstown,53.5486659,-113.6028342
10328 156 ST NW,3,2,1007,"$299,900",https://www.realtor.ca/real-estate/29449343/10328-156-st-nw-edmonton-britannia-youngstown,Britannia Youngstown,53.5457406,-113.5907626
15936 106 AV NW,,,,"$328,900",https://www.realtor.ca/real-estate/29446648/15936-106-av-nw-edmonton-britannia-youngstown,Britannia Youngstown,53.5497662,-113.5973664
10525 159 ST NW,5,4,3724,"$2,350,000",https://www.realtor.ca/real-estate/29440049/10525-159-st-nw-edmonton-britannia-youngstown,Mayfield,53.5525005,-113.5957176
10516 158 ST NW NW,5,5,2111,"$1,100,000",https://www.realtor.ca/real-estate/29432724/10516-158-st-nw-nw-edmonton-britannia-youngstown,Sheffield Industrial,53.5598369,-113.5942602
#10 10114 160 Street NW,3,3,1498,"$349,000",https://www.realtor.ca/real-estate/29418202/10-10114-160-street-nw-edmonton-britannia-youngstown,Glenwood,53.5407888,-113.5973423
10532 157 ST NW,4,3,1137,"$429,000",https://www.realtor.ca/real-estate/29414078/10532-157-st-nw-edmonton-britannia-youngstown,Britannia Youngstown,53.5505611,-113.5921104
10506 162 ST NW,3,3,1738,"$515,000",https://www.realtor.ca/real-estate/29385984/10506-162-st-nw-edmonton-britannia-youngstown,Britannia Youngstown,53.5489352,-113.6010497
#76 330 BULYEA RD NW,3,2,1207,"$339,990",https://www.realtor.ca/real-estate/29525574/76-330-bulyea-rd-nw-edmonton-bulyea-heights,Ogilvie Ridge,53.4668740,-113.5749828
205 OEMING RD NW,3,3,1307,"$399,500",https://www.realtor.ca/real-estate/29477295/205-oeming-rd-nw-edmonton-bulyea-heights,Bulyea Heights,53.4682722,-113.5723075
#10 330 BULYEA RD NW,4,3,1222,"$357,000",https://www.realtor.ca/real-estate/29443860/10-330-bulyea-rd-nw-edmonton-bulyea-heights,Ogilvie Ridge,53.4668740,-113.5749828
777 BUTTERWORTH DR NW,4,3,2206,"$925,000",https://www.realtor.ca/real-estate/29379531/777-butterworth-dr-nw-edmonton-bulyea-heights,Bulyea Heights,53.4801406,-113.5606848
607 BUTTERWORTH WD NW,7,4,2903,"$1,258,800",https://www.realtor.ca/real-estate/29348164/607-butterworth-wd-nw-edmonton-bulyea-heights,Bulyea Heights,53.4795378,-113.5641404
#12 577 BUTTERWORTH WY NW,4,4,2153,"$575,000",https://www.realtor.ca/real-estate/29336050/12-577-butterworth-wy-nw-edmonton-bulyea-heights,Bulyea Heights,53.4813360,-113.5610390
11452 152B AV NW,3,2,989,"$365,000",https://www.realtor.ca/real-estate/29553978/11452-152b-av-nw-edmonton-caernarvon,Caernarvon,53.6136060,-113.5192062
11516 145 AV NW,4,2,1090,"$349,900",https://www.realtor.ca/real-estate/29549794/11516-145-av-nw-edmonton-caernarvon,Caernarvon,53.6073606,-113.5213328
14622 118 Street NW,2,1,511,"$199,000",https://www.realtor.ca/real-estate/29540197/14622-118-street-nw-edmonton-caernarvon,Caernarvon,53.6087353,-113.5255853
#102 15105 121 ST NW,1,1,646,"$96,900",https://www.realtor.ca/real-estate/29521076/102-15105-121-st-nw-edmonton-caernarvon,Aspen Gardens,53.4796873,-113.5464946
8 NORTHWOODS VG NW,2,1,508,"$198,800",https://www.realtor.ca/real-estate/29516503/8-northwoods-vg-nw-edmonton-caernarvon,Caernarvon,53.6129598,-113.5179301
12127 152A AV NW,3,3,1134,"$424,995",https://www.realtor.ca/real-estate/29464309/12127-152a-av-nw-edmonton-caernarvon,Caernarvon,53.6147164,-113.5321925
14608 117A ST NW,4,3,1135,"$390,000",https://www.realtor.ca/real-estate/29447176/14608-117a-st-nw-edmonton-caernarvon,Caernarvon,53.6084350,-113.5242276
12A CASTLE TC NW,3,2,990,"$248,900",https://www.realtor.ca/real-estate/29438928/12a-castle-tc-nw-edmonton-caernarvon,Caernarvon,53.6130091,-113.5272228
14736 122 ST NW,4,3,1161,"$445,000",https://www.realtor.ca/real-estate/29431822/14736-122-st-nw-edmonton-caernarvon,Caernarvon,53.6100750,-113.5338563
#121 15105 121 ST NW,2,1,791,"$119,900",https://www.realtor.ca/real-estate/29420488/121-15105-121-st-nw-edmonton-caernarvon,Carlisle,53.6061728,-113.5291242
#304 15105 121 ST NW,1,1,638,"$94,900",https://www.realtor.ca/real-estate/29418564/304-15105-121-st-nw-edmonton-caernarvon,Aspen Gardens,53.4796873,-113.5464946
12116 148 AV NW,5,3,1336,"$548,800",https://www.realtor.ca/real-estate/29408530/12116-148-av-nw-edmonton-caernarvon,Caernarvon,53.6104536,-113.5328737
12913 124 ST NW,3,3,1542,"$438,500",https://www.realtor.ca/real-estate/29546396/12913-124-st-nw-edmonton-calder,Calder,53.5880838,-113.5362570
12957 - 12959 117 ST NW,10,6,1813,"$729,900",https://www.realtor.ca/real-estate/29540121/12957-12959-117-st-nw-edmonton-calder,Calder,53.5891314,-113.5229085
13035 126 ST NW,4,2,1109,"$419,000",https://www.realtor.ca/real-estate/29517997/13035-126-st-nw-edmonton-calder,Calder,53.5903891,-113.5393763
12723 121 ST NW,,,,"$225,000",https://www.realtor.ca/real-estate/29515662/12723-121-st-nw-edmonton-calder,Dunluce,53.6176767,-113.5305299
12834 123 Street ST NW,3,1,975,"$279,900",https://www.realtor.ca/real-estate/29500808/12834-123-street-st-nw-edmonton-calder,Calder,53.5870317,-113.5339429
12821 122 ST NW,3,2,675,"$299,000",https://www.realtor.ca/real-estate/29498019/12821-122-st-nw-edmonton-calder,Calder,53.5868922,-113.5316489
12713 116 ST NW,4,4,1171,"$384,999",https://www.realtor.ca/real-estate/29481920/12713-116-st-nw-edmonton-calder,Calder,53.5854190,-113.5212781
12955 121 ST NW,6,4,1755,"$549,900",https://www.realtor.ca/real-estate/29404175/12955-121-st-nw-edmonton-calder,Calder,53.5887692,-113.5301120
12761 119 ST NW,4,4,1446,"$479,900",https://www.realtor.ca/real-estate/29400557/12761-119-st-nw-edmonton-calder,Calder,53.5867236,-113.5264461
12717 114 ST NW,5,4,1657,"$549,000",https://www.realtor.ca/real-estate/29391214/12717-114-st-nw-edmonton-calder,Royal Gardens,53.4808340,-113.5245664
12758 117 ST NW,3,2,883,"$337,600",https://www.realtor.ca/real-estate/29383962/12758-117-st-nw-edmonton-calder,Calder,53.5865884,-113.5237577
13026 120 ST NW,4,3,1678,"$539,900",https://www.realtor.ca/real-estate/29369267/13026-120-st-nw-edmonton-calder,Calder,53.5901629,-113.5292491
1360 CUNNINGHAM DR SW,4,4,2536,"$744,900",https://www.realtor.ca/real-estate/29544621/1360-cunningham-dr-sw-edmonton-callaghan,Callaghan,53.4075893,-113.5296098
2105 CASSELMAN LINK LI SW,3,3,1761,"$370,000",https://www.realtor.ca/real-estate/29537676/2105-casselman-link-li-sw-edmonton-callaghan,Callaghan,53.4049725,-113.5273272
1768 CUNNINGHAM WY SW,3,2,1451,"$324,499",https://www.realtor.ca/real-estate/29532321/1768-cunningham-wy-sw-edmonton-callaghan,Callaghan,53.4054852,-113.5316040
2423 CASSELMAN CR SW,3,3,1364,"$444,900",https://www.realtor.ca/real-estate/29498487/2423-casselman-cr-sw-edmonton-callaghan,Callaghan,53.4040773,-113.5316548
1213 CUNNINGHAM DR SW,4,3,1896,"$869,900",https://www.realtor.ca/real-estate/29483201/1213-cunningham-dr-sw-edmonton-callaghan,Callaghan,53.4085423,-113.5311244
1649 CUNNINGHAM WY SW,3,3,1598,"$365,000",https://www.realtor.ca/real-estate/29469092/1649-cunningham-wy-sw-edmonton-callaghan,Callaghan,53.4054852,-113.5316040
1621 CUNNINGHAM WY SW SW,3,3,1617,"$385,000",https://www.realtor.ca/real-estate/29468313/1621-cunningham-wy-sw-sw-edmonton-callaghan,Callaghan,53.4054852,-113.5316040
1351 CUNNINGHAM DR SW,4,4,1652,"$462,500",https://www.realtor.ca/real-estate/29454715/1351-cunningham-dr-sw-edmonton-callaghan,Callaghan,53.4075893,-113.5296098
1349 CUNNINGHAM DR SW,4,4,1652,"$462,500",https://www.realtor.ca/real-estate/29454625/1349-cunningham-dr-sw-edmonton-callaghan,Callaghan,53.4075893,-113.5296098
2424 CASSELMAN CR SW,4,4,1506,"$429,990",https://www.realtor.ca/real-estate/29454026/2424-casselman-cr-sw-edmonton-callaghan,Callaghan,53.4040773,-113.5316548
1346 CUNNINGHAM DR W SW,5,5,1646,"$699,900",https://www.realtor.ca/real-estate/29452960/1346-cunningham-dr-w-sw-edmonton-callaghan,Callaghan,53.4057268,-113.5251328
#62 2803 JAMES MOWATT TR SW,3,3,1606,"$349,900",https://www.realtor.ca/real-estate/29447488/62-2803-james-mowatt-tr-sw-edmonton-callaghan,Callaghan,53.4047836,-113.5355321
#530 7511 171 ST NW,2,2,764,"$185,000",https://www.realtor.ca/real-estate/29525995/530-7511-171-st-nw-edmonton-callingwood-north,West Jasper Place,53.5067895,-113.6170384
20E CALLINGWOOD CO NW,3,2,1059,"$224,900",https://www.realtor.ca/real-estate/29496749/20e-callingwood-co-nw-edmonton-callingwood-north,Callingwood North,53.5102090,-113.6268513
107 WOODSTOCK NW,3,2,1010,"$219,998",https://www.realtor.ca/real-estate/29443341/107-woodstock-nw-edmonton-callingwood-north,Callingwood North,53.5092516,-113.6171747
116 CALLINGWOOD TWO NW,3,2,1010,"$239,900",https://www.realtor.ca/real-estate/29431311/116-callingwood-two-nw-edmonton-callingwood-north,Callingwood North,53.5103851,-113.6287648
130 CALLINGWOOD TW NW,3,2,1008,"$279,900",https://www.realtor.ca/real-estate/29384237/130-callingwood-tw-nw-edmonton-callingwood-north,Callingwood North,53.5103851,-113.6287648
#502 7511 171 ST NW NW,2,2,761,"$243,999",https://www.realtor.ca/real-estate/29337295/502-7511-171-st-nw-nw-edmonton-callingwood-north,West Jasper Place,53.5067895,-113.6170384
221 CALLINGWOOD PL NW,3,2,1239,"$289,900",https://www.realtor.ca/real-estate/29520120/221-callingwood-pl-nw-edmonton-callingwood-south,West Jasper Place,53.5000859,-113.6170534
#104 17003 67 AV NW,2,2,818,"$200,000",https://www.realtor.ca/real-estate/29519433/104-17003-67-av-nw-edmonton-callingwood-south,West Jasper Place,53.5027815,-113.6170690
#120 6703 172 ST NW,2,1,849,"$198,800",https://www.realtor.ca/real-estate/29341564/120-6703-172-st-nw-edmonton-callingwood-south,West Jasper Place,53.5075420,-113.6195889
#424 17011 67 AV NW,2,2,818,"$180,000",https://www.realtor.ca/real-estate/29316348/424-17011-67-av-nw-edmonton-callingwood-south,West Jasper Place,53.5028018,-113.6172002
#422 6703 172 ST NW,1,1,742,"$192,900",https://www.realtor.ca/real-estate/29305403/422-6703-172-st-nw-edmonton-callingwood-south,West Jasper Place,53.5075420,-113.6195889
#106 6703 172 ST NW,2,2,1347,"$247,000",https://www.realtor.ca/real-estate/29270986/106-6703-172-st-nw-edmonton-callingwood-south,McNamara Industrial,53.5500090,-113.6180220
#112 6703 172 ST NW NW,1,1,703,"$193,900",https://www.realtor.ca/real-estate/29193403/112-6703-172-st-nw-nw-edmonton-callingwood-south,West Jasper Place,53.5075420,-113.6195889
#121 17404 64 AV NW,2,2,840,"$202,000",https://www.realtor.ca/real-estate/28617273/121-17404-64-av-nw-edmonton-callingwood-south,Parkallen,53.5010242,-113.5166929
#16 3090 CAMERON HEIGHTS WY NW,2,3,1421,"$750,000",https://www.realtor.ca/real-estate/29530737/16-3090-cameron-heights-wy-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4772873,-113.6317568
942 CHAHLEY CR NW,4,4,2159,"$739,000",https://www.realtor.ca/real-estate/29521729/942-chahley-cr-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4707785,-113.6388861
4129 CAMERON HEIGHTS POINT NW,5,6,4724,"$3,150,000",https://www.realtor.ca/real-estate/29515026/4129-cameron-heights-point-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4778371,-113.6289611
3332 CAMERON HEIGHTS LANDING LD NW,6,6,3919,"$1,699,999",https://www.realtor.ca/real-estate/29473897/3332-cameron-heights-landing-ld-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4725132,-113.6330827
2525 CAMERON RAVINE LANDING NW,5,4,2922,"$1,050,000",https://www.realtor.ca/real-estate/29470672/2525-cameron-ravine-landing-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4693998,-113.6259298
1440 CHAHLEY PL NW,4,5,2657,"$929,900",https://www.realtor.ca/real-estate/29456110/1440-chahley-pl-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4738937,-113.6390060
3741 CAMERON HEIGHTS PL NW,5,6,7817,"$4,995,000",https://www.realtor.ca/real-estate/29455450/3741-cameron-heights-pl-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4750410,-113.6258497
#14 3090 CAMERON HEIGHTS WY NW,2,3,1269,"$669,900",https://www.realtor.ca/real-estate/29441204/14-3090-cameron-heights-wy-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4772873,-113.6317568
2508 CAMERON RAVINE LANDING LD NW,6,6,3667,"$1,995,000",https://www.realtor.ca/real-estate/29362322/2508-cameron-ravine-landing-ld-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4705583,-113.6245622
2503 CAMERON RAVINE LANDING LD NW,5,7,4071,"$1,950,000",https://www.realtor.ca/real-estate/29357849/2503-cameron-ravine-landing-ld-nw-edmonton-cameron-heights-edmonton,Cameron Heights,53.4706364,-113.6256389
#320 592 HOOKE RD NW,2,2,1008,"$229,000",https://www.realtor.ca/real-estate/29545535/320-592-hooke-rd-nw-edmonton-canon-ridge,Overlanders,53.5843607,-113.3896196
#453 1196 HYNDMAN RD NW,2,2,810,"$149,900",https://www.realtor.ca/real-estate/29497217/453-1196-hyndman-rd-nw-edmonton-canon-ridge,Canon Ridge,53.5765554,-113.3749465
#266 1196 HYNDMAN RD NW,2,2,893,"$164,800",https://www.realtor.ca/real-estate/29493661/266-1196-hyndman-rd-nw-edmonton-canon-ridge,Canon Ridge,53.5765554,-113.3749465
#30 450 HYNDMAN CR NW,3,2,1177,"$265,000",https://www.realtor.ca/real-estate/29490916/30-450-hyndman-cr-nw-edmonton-canon-ridge,Canon Ridge,53.5767166,-113.3772734
#20 1404 HERMITAGE RD NW,3,2,1055,"$259,900",https://www.realtor.ca/real-estate/29463665/20-1404-hermitage-rd-nw-edmonton-canon-ridge,Homesteader,53.5858984,-113.4062650
#420 1180 HYNDMAN RD NW NW,2,2,807,"$169,900",https://www.realtor.ca/real-estate/29463514/420-1180-hyndman-rd-nw-nw-edmonton-canon-ridge,Canon Ridge,53.5753857,-113.3757098
1421 HERMITAGE RD NW,2,3,898,"$259,900",https://www.realtor.ca/real-estate/29394586/1421-hermitage-rd-nw-edmonton-canon-ridge,Canon Ridge,53.5800663,-113.3767085
#306 1188 HYNDMAN RD NW,2,2,803,"$165,000",https://www.realtor.ca/real-estate/29390318/306-1188-hyndman-rd-nw-edmonton-canon-ridge,Canon Ridge,53.5755476,-113.3748350
#139 1180 Hyndman RD NW NW,2,2,895,"$177,500",https://www.realtor.ca/real-estate/29365150/139-1180-hyndman-rd-nw-nw-edmonton-canon-ridge,Canon Ridge,53.5753857,-113.3757098
#232 530 HOOKE RD NW,1,2,880,"$149,900",https://www.realtor.ca/real-estate/29321637/232-530-hooke-rd-nw-edmonton-canon-ridge,Canon Ridge,53.5844410,-113.3776617
10438 154 ST NW,5,3,1038,"$488,000",https://www.realtor.ca/real-estate/29555849/10438-154-st-nw-edmonton-canora,Canora,53.5474170,-113.5872529
10232 154 ST NW,5,2,1061,"$369,000",https://www.realtor.ca/real-estate/29500471/10232-154-st-nw-edmonton-canora,Canora,53.5444592,-113.5871963
15004 103 AV NW,3,4,1118,"$350,000",https://www.realtor.ca/real-estate/29493471/15004-103-av-nw-edmonton-canora,Canora,53.5450270,-113.5801979
10423 150 ST NW,5,3,1021,"$429,900",https://www.realtor.ca/real-estate/29475486/10423-150-st-nw-edmonton-canora,Canora,53.5470790,-113.5794383
10505 154 ST NW,5,2,859,"$418,000",https://www.realtor.ca/real-estate/29441420/10505-154-st-nw-edmonton-canora,Canora,53.5482780,-113.5865283
10145 & 10155 155 ST NW,,,,"$1,300,000",https://www.realtor.ca/real-estate/29412297/10145-10155-155-st-nw-edmonton-canora,Canora,53.5427255,-113.5880689
10531 152 ST NW,,,,"$490,000",https://www.realtor.ca/real-estate/29282621/10531-152-st-nw-edmonton-canora,Canora,53.5487999,-113.5830549
10221 154 St,,,,"$1,150,000",https://www.realtor.ca/real-estate/29241496/10221-154-st-edmonton,Canora,53.5441508,-113.5864344
10121 155 St NW,,,,"$5,990,000",https://www.realtor.ca/real-estate/29200096/10121-155-st-nw-edmonton,Canora,53.5420439,-113.5882071
10226 152 ST NW,3,2,1141,"$394,000",https://www.realtor.ca/real-estate/29024959/10226-152-st-nw-edmonton-canora,Canora,53.5441207,-113.5836499
17028 119 ST NW,3,3,1528,"$474,900",https://www.realtor.ca/real-estate/29534003/17028-119-st-nw-edmonton-canossa,Canossa,53.6330185,-113.5284344
17204 113 ST NW,3,3,1454,"$584,400",https://www.realtor.ca/real-estate/29520775/17204-113-st-nw-edmonton-canossa,Twin Brooks,53.4397109,-113.5246893
6508 109 AV NW,7,5,3629,"$1,595,000",https://www.realtor.ca/real-estate/29231015/6508-109-av-nw-edmonton-capilano,Capilano,53.5576304,-113.4268928
6303 109B AV NW,4,4,2361,"$1,187,000",https://www.realtor.ca/real-estate/28999313/6303-109b-av-nw-edmonton-capilano,North Glenora,53.5562293,-113.5634125
14017 121 ST NW,3,2,1141,"$209,722",https://www.realtor.ca/real-estate/29557725/14017-121-st-nw-edmonton-carlisle,Carlisle,53.6025938,-113.5297429
14339 122 ST NW,5,3,2161,"$499,900",https://www.realtor.ca/real-estate/29543348/14339-122-st-nw-edmonton-carlisle,Carlisle,53.6061166,-113.5305426
13835 120 ST NW,,,1460,"$299,999",https://www.realtor.ca/real-estate/29484101/13835-120-st-nw-edmonton-carlisle,Carlisle,53.6012708,-113.5287389
11611 145 AV NW,6,2,1033,"$440,000",https://www.realtor.ca/real-estate/29452358/11611-145-av-nw-edmonton-carlisle,Carlisle,53.6072585,-113.5222307
13812 120 ST NW,4,4,1927,"$580,000",https://www.realtor.ca/real-estate/29357312/13812-120-st-nw-edmonton-carlisle,Carlisle,53.6006215,-113.5298023
11484 139 AV NW,3,2,1119,"$225,000",https://www.realtor.ca/real-estate/28643906/11484-139-av-nw-edmonton-carlisle,Carlisle,53.6020397,-113.5193004
15736 141 ST NW,3,3,1206,"$375,000",https://www.realtor.ca/real-estate/29555842/15736-141-st-nw-edmonton-carlton,Carlton,53.6183717,-113.5645413
16539 135 ST NW,4,4,1591,"$529,900",https://www.realtor.ca/real-estate/29525519/16539-135-st-nw-edmonton-carlton,Carlton,53.6276830,-113.5559318
#46 13825 155 AV NW,2,3,1456,"$239,900",https://www.realtor.ca/real-estate/29524812/46-13825-155-av-nw-edmonton-carlton,Beaumaris,53.6161921,-113.4964055
15712 135 ST NW,4,4,2242,"$975,000",https://www.realtor.ca/real-estate/29524116/15712-135-st-nw-edmonton-carlton,Carlton,53.6276830,-113.5559318
16259 137 ST NW,5,4,2447,"$685,000",https://www.realtor.ca/real-estate/29519327/16259-137-st-nw-edmonton-carlton,Carlton,53.6162164,-113.5571817
13422 166 AV NW,2,3,1350,"$439,900",https://www.realtor.ca/real-estate/29515660/13422-166-av-nw-edmonton-carlton,Carlton,53.6280155,-113.5549490
13608 160 AV NW,7,4,3098,"$775,000",https://www.realtor.ca/real-estate/29486032/13608-160-av-nw-edmonton-carlton,Dunluce,53.6215933,-113.5214348
#55 13825 155 AV NW,2,3,1392,"$219,900",https://www.realtor.ca/real-estate/29469839/55-13825-155-av-nw-edmonton-carlton,Beaumaris,53.6161921,-113.4964055
16319 135 ST NW,3,3,1967,"$580,000",https://www.realtor.ca/real-estate/29464958/16319-135-st-nw-edmonton-carlton,Carlton,53.6276830,-113.5559318
#94 13825 155 AV NW,2,3,1463,"$225,000",https://www.realtor.ca/real-estate/29430664/94-13825-155-av-nw-edmonton-carlton,Beaumaris,53.6161921,-113.4964055
16104 136 ST NW,4,4,3033,"$799,000",https://www.realtor.ca/real-estate/29424634/16104-136-st-nw-edmonton-carlton,Carlton,53.6262719,-113.5573328
1033 CARTER CREST RD NW,4,3,1672,"$650,000",https://www.realtor.ca/real-estate/29489867/1033-carter-crest-rd-nw-edmonton-carter-crest,Carter Crest,53.4629787,-113.5818425
93 CORMACK CR NW,4,3,3843,"$899,888",https://www.realtor.ca/real-estate/29307302/93-cormack-cr-nw-edmonton-carter-crest,Carter Crest,53.4622258,-113.5714316
#2 1295 CARTER CREST RD NW,3,3,1560,"$348,000",https://www.realtor.ca/real-estate/29271967/2-1295-carter-crest-rd-nw-edmonton-carter-crest,Carter Crest,53.4665005,-113.5788272
#26 1295 CARTER CREST RD NW,2,3,1551,"$378,000",https://www.realtor.ca/real-estate/28870081/26-1295-carter-crest-rd-nw-edmonton-carter-crest,Carter Crest,53.4629787,-113.5818425
#115 150 Cashman CR SW,2,2,826,"$244,998",https://www.realtor.ca/real-estate/29513754/115-150-cashman-cr-sw-edmonton-cashman,Cashman,53.4213380,-113.4975745
#4 150 Cashman CR SW,2,3,1105,"$344,998",https://www.realtor.ca/real-estate/29402878/4-150-cashman-cr-sw-edmonton-cashman,Cashman,53.4213380,-113.4975745
#203 14708 50 ST NW,2,2,851,"$158,500",https://www.realtor.ca/real-estate/29533292/203-14708-50-st-nw-edmonton-casselman,Clareview Business Park,53.6018177,-113.4160212
14462 56 ST NW,3,2,1178,"$214,900",https://www.realtor.ca/real-estate/29529376/14462-56-st-nw-edmonton-casselman,Casselman,53.6083939,-113.4272034
5538 145 AV NW,3,2,1238,"$247,900",https://www.realtor.ca/real-estate/29519822/5538-145-av-nw-edmonton-casselman,Casselman,53.6086604,-113.4267884
2 MCLEOD PL NW,3,2,1055,"$205,000",https://www.realtor.ca/real-estate/29519189/2-mcleod-pl-nw-edmonton-casselman,Casselman,53.6119674,-113.4237460
14440 56 ST NW,2,2,1121,"$215,000",https://www.realtor.ca/real-estate/29508854/14440-56-st-nw-edmonton-casselman,Casselman,53.6079646,-113.4272022
#4 5203 149 AV NW,3,2,1187,"$269,900",https://www.realtor.ca/real-estate/29492728/4-5203-149-av-nw-edmonton-casselman,Casselman,53.6120965,-113.4219039
14678 54 ST NW,3,2,1157,"$214,000",https://www.realtor.ca/real-estate/29485443/14678-54-st-nw-edmonton-casselman,Casselman,53.6098290,-113.4216808
#114 14708 50 ST NW,1,1,545,"$110,000",https://www.realtor.ca/real-estate/29485258/114-14708-50-st-nw-edmonton-casselman,Clareview Business Park,53.6018177,-113.4160212
#109 14530 52 ST NW,3,2,1249,"$129,900",https://www.realtor.ca/real-estate/29472951/109-14530-52-st-nw-edmonton-casselman,Casselman,53.6084941,-113.4199790
80 AMBERLY CT NW,4,2,1063,"$219,900",https://www.realtor.ca/real-estate/29443885/80-amberly-ct-nw-edmonton-casselman,Casselman,53.6087240,-113.4237820
30 AMBERLY CO NW,3,1,1023,"$229,900",https://www.realtor.ca/real-estate/29432546/30-amberly-co-nw-edmonton-casselman,Casselman,53.6087240,-113.4237820
#403 14708 50 ST NW,2,2,868,"$160,000",https://www.realtor.ca/real-estate/29394284/403-14708-50-st-nw-edmonton-casselman,Clareview Business Park,53.6018177,-113.4160212
1459 CHERNIAK WY SW,5,4,1905,"$564,900",https://www.realtor.ca/real-estate/29554969/1459-cherniak-wy-sw-edmonton-cavanagh,Cavanagh,53.4101417,-113.5156792
#30 1910 Collip VW SW,3,3,1516,"$449,900",https://www.realtor.ca/real-estate/29528134/30-1910-collip-vw-sw-edmonton-cavanagh,Cavanagh,53.4097600,-113.5183404
2743 Collins CR SW,4,4,1979,"$599,000",https://www.realtor.ca/real-estate/29526130/2743-collins-cr-sw-edmonton-cavanagh,Cavanagh,53.4088930,-113.5117344
2602 CASEY WY SW,3,3,1507,"$409,900",https://www.realtor.ca/real-estate/29516275/2602-casey-wy-sw-edmonton-cavanagh,Cavanagh,53.4095547,-113.5046584
2302 CASEY CR SW,3,3,1484,"$399,900",https://www.realtor.ca/real-estate/29513980/2302-casey-cr-sw-edmonton-cavanagh,Cavanagh,53.4115574,-113.5048710
Unit 9 1910 Collip View SW,3,3,1255,"$345,000",https://www.realtor.ca/real-estate/29510871/unit-9-1910-collip-view-sw-edmonton-cavanagh,Cavanagh,53.4084274,-113.5174506
203 CAVANAGH CM SW,3,3,1593,"$499,900",https://www.realtor.ca/real-estate/29504082/203-cavanagh-cm-sw-edmonton-cavanagh,Cavanagh,53.4111584,-113.5125997
2262 CASEY CR SW,3,3,1396,"$405,000",https://www.realtor.ca/real-estate/29479637/2262-casey-cr-sw-edmonton-cavanagh,Cavanagh,53.4115574,-113.5048710
3059 CHECKNITA WY SW,3,4,1618,"$499,000",https://www.realtor.ca/real-estate/29471157/3059-checknita-wy-sw-edmonton-cavanagh,Cavanagh,53.4064532,-113.5075072
