address,beds,baths,square_footage,price,link,neighborhood,lat,long
407 CONROY CR SW,3,3,1572,"$509,900",https://www.realtor.ca/real-estate/29460352/407-conroy-cr-sw-edmonton-cavanagh,Cavanagh,53.4124329,-113.5065634
431 CONROY CR SW,3,3,1439,"$520,000",https://www.realtor.ca/real-estate/29454614/431-conroy-cr-sw-edmonton-cavanagh,Cavanagh,53.4124329,-113.5065634
3099 CHECKNITA WY SW,3,3,1560,"$445,000",https://www.realtor.ca/real-estate/29446288/3099-checknita-wy-sw-edmonton-cavanagh,Cavanagh,53.4064532,-113.5075072
10839 109 ST NW,3,1,1121,"$399,000",https://www.realtor.ca/real-estate/29513043/10839-109-st-nw-edmonton-central-mcdougall,Lauderdale,53.5907939,-113.5084335
#210 10118 106 AV NW,2,2,799,"$174,900",https://www.realtor.ca/real-estate/29505045/210-10118-106-av-nw-edmonton-central-mcdougall,Central McDougall,53.5498584,-113.4949504
#107 10118 106 AV NW,2,2,1127,"$234,000",https://www.realtor.ca/real-estate/29500882/107-10118-106-av-nw-edmonton-central-mcdougall,Central McDougall,53.5498584,-113.4949504
10722 106 ST NW,4,2,1136,"$475,000",https://www.realtor.ca/real-estate/29451654/10722-106-st-nw-edmonton-central-mcdougall,Central McDougall,53.5519878,-113.5030873
#401 10743 107 ST NW NW,1,1,1003,"$135,600",https://www.realtor.ca/real-estate/29433874/401-10743-107-st-nw-nw-edmonton-central-mcdougall,Central McDougall,53.5524892,-113.5046241
#205 10917 109 ST NW,2,1,958,"$119,999",https://www.realtor.ca/real-estate/29385381/205-10917-109-st-nw-edmonton-central-mcdougall,Duggan,53.4719947,-113.5118031
#B01 10620 104 ST NW,1,1,556,"$99,702",https://www.realtor.ca/real-estate/29383167/b01-10620-104-st-nw-edmonton-central-mcdougall,Central McDougall,53.5502900,-113.4994100
#302 10905 109 ST NW,1,2,952,"$185,000",https://www.realtor.ca/real-estate/29380210/302-10905-109-st-nw-edmonton-central-mcdougall,Duggan,53.4720190,-113.5113427
#301 10118 106 AV NW,2,2,794,"$199,999",https://www.realtor.ca/real-estate/29348040/301-10118-106-av-nw-edmonton-central-mcdougall,Central McDougall,53.5498584,-113.4949504
#201 10743 107 ST NW,1,1,926,"$149,900",https://www.realtor.ca/real-estate/29314074/201-10743-107-st-nw-edmonton-central-mcdougall,Central McDougall,53.5524892,-113.5046241
#102 10905 109 ST NW,1,1,864,"$144,000",https://www.realtor.ca/real-estate/29282079/102-10905-109-st-nw-edmonton-central-mcdougall,Downtown,53.5427640,-113.5086353
18206 108 ST NW,4,4,1462,"$528,888",https://www.realtor.ca/real-estate/29540198/18206-108-st-nw-edmonton-chambery,Pleasantview,53.4978385,-113.5092452
10631 181 AV NW,3,3,1603,"$529,900",https://www.realtor.ca/real-estate/29536670/10631-181-av-nw-edmonton-chambery,Chambery,53.6436048,-113.5080885
17508 110 ST NW,5,4,2269,"$699,900",https://www.realtor.ca/real-estate/29518063/17508-110-st-nw-edmonton-chambery,Queen Mary Park,53.5562852,-113.5107645
3552 CLAXTON CR SW,5,4,2493,"$674,900",https://www.realtor.ca/real-estate/29557847/3552-claxton-cr-sw-edmonton-chappelle-area,Chappelle,53.4020044,-113.5718438
2949 COUGHLAN GREEN GR SW,4,4,1710,"$569,000",https://www.realtor.ca/real-estate/29557583/2949-coughlan-green-gr-sw-edmonton-chappelle-area,Chappelle Area,53.4083379,-113.5825151
#13 2905 141 ST SW,3,3,1217,"$319,900",https://www.realtor.ca/real-estate/29557316/13-2905-141-st-sw-edmonton-chappelle-area,Graydon Hill,53.4230832,-113.5646595
#105 2905 141 ST SW,2,3,1101,"$295,000",https://www.realtor.ca/real-estate/29556724/105-2905-141-st-sw-edmonton-chappelle-area,Graydon Hill,53.4230832,-113.5646595
4231 CHARLES CL SW,4,4,2160,"$699,950",https://www.realtor.ca/real-estate/29553840/4231-charles-cl-sw-edmonton-chappelle-area,Chappelle,53.4020342,-113.5669842
2553 COUGHLAN RD SW,4,4,2347,"$474,900",https://www.realtor.ca/real-estate/29553517/2553-coughlan-rd-sw-edmonton-chappelle-area,Chappelle Area,53.4074522,-113.5779752
#28 6214 CARTMELL CT SW,3,3,1308,"$400,000",https://www.realtor.ca/real-estate/29552510/28-6214-cartmell-ct-sw-edmonton-chappelle-area,Chappelle,53.3992153,-113.5677451
6861 CARDINAL LI SW,3,4,1332,"$409,900",https://www.realtor.ca/real-estate/29550875/6861-cardinal-li-sw-edmonton-chappelle-area,Chappelle Area,53.3967132,-113.5728250
6664 CARDINAL RD SW,4,4,1645,"$539,800",https://www.realtor.ca/real-estate/29550414/6664-cardinal-rd-sw-edmonton-chappelle-area,Chappelle,53.3980795,-113.5767307
545 CHAPPELLE DR SW,2,3,1215,"$389,000",https://www.realtor.ca/real-estate/29549781/545-chappelle-dr-sw-edmonton-chappelle-area,Chappelle,53.4040967,-113.5645683
1519 CHAPMAN WY SW,3,3,1763,"$529,000",https://www.realtor.ca/real-estate/29549629/1519-chapman-wy-sw-edmonton-chappelle-area,Chappelle,53.4086322,-113.5763172
1066 CRISTALL CR SW,3,3,1663,"$521,600",https://www.realtor.ca/real-estate/29548097/1066-cristall-cr-sw-edmonton-chappelle-area,Chappelle Area,53.4100918,-113.5609453
385 Charlesworth Drive SW,3,3,1440,"$450,000",https://www.realtor.ca/real-estate/29556805/385-charlesworth-drive-sw-edmonton-charlesworth,Charlesworth,53.4265084,-113.3977216
725 36 ST SW,3,3,1564,"$470,000",https://www.realtor.ca/real-estate/29552522/725-36-st-sw-edmonton-charlesworth,Charlesworth,53.4303521,-113.3953757
#23 6520 2 AV SW,2,1,954,"$220,000",https://www.realtor.ca/real-estate/29550410/23-6520-2-av-sw-edmonton-charlesworth,Charlesworth,53.4307417,-113.4385542
266 CHARLESWORTH DR SW,4,4,1666,"$529,900",https://www.realtor.ca/real-estate/29541772/266-charlesworth-dr-sw-edmonton-charlesworth,Charlesworth,53.4309423,-113.3938092
3607 6 AV SW SW,3,3,1504,"$474,900",https://www.realtor.ca/real-estate/29537854/3607-6-av-sw-sw-edmonton-charlesworth,Windermere Neighbourhood,53.4300772,-113.6265941
#414 5404 7 Ave SW,2,2,712,"$209,900",https://www.realtor.ca/real-estate/29533028/414-5404-7-ave-sw-edmonton-charlesworth,Windermere Neighbourhood,53.4269166,-113.6337624
#221 5515 7 AV SW SW,2,2,711,"$208,700",https://www.realtor.ca/real-estate/29530546/221-5515-7-av-sw-sw-edmonton-charlesworth,Windermere Neighbourhood,53.4269166,-113.6337624
6220 1A AV SW SW,4,4,1226,"$420,000",https://www.realtor.ca/real-estate/29523543/6220-1a-av-sw-sw-edmonton-charlesworth,Charlesworth,53.4319236,-113.4371071
#16 604 62 ST SW,3,2,812,"$224,900",https://www.realtor.ca/real-estate/29496968/16-604-62-st-sw-edmonton-charlesworth,Charlesworth,53.4310213,-113.4363415
451 39 ST SW,3,3,1929,"$499,702",https://www.realtor.ca/real-estate/29496908/451-39-st-sw-edmonton-charlesworth,Charlesworth,53.4263406,-113.4012173
#67 604 62 ST SW,1,1,746,"$185,900",https://www.realtor.ca/real-estate/29496412/67-604-62-st-sw-edmonton-charlesworth,Charlesworth,53.4310213,-113.4363415
#435 5515 7 AV SW,2,2,840,"$244,600",https://www.realtor.ca/real-estate/29489151/435-5515-7-av-sw-edmonton-charlesworth,Windermere Neighbourhood,53.4269166,-113.6337624
#129 4210 139 AV NW,2,1,808,"$145,900",https://www.realtor.ca/real-estate/29549652/129-4210-139-av-nw-edmonton-clareview-town-centre,Clareview Town Centre,53.6006617,-113.4079944
#405 3670 139 AV NW,2,2,816,"$195,000",https://www.realtor.ca/real-estate/29545032/405-3670-139-av-nw-edmonton-clareview-town-centre,Clareview Town Centre,53.6035357,-113.4002879
#1-204 4245 139 AV NW,2,2,829,"$185,000",https://www.realtor.ca/real-estate/29537990/1-204-4245-139-av-nw-edmonton-clareview-town-centre,Clareview Town Centre,53.6003080,-113.4110650
#1118 330 CLAIREVIEW STATION DR NW,2,2,1173,"$189,900",https://www.realtor.ca/real-estate/29523100/1118-330-claireview-station-dr-nw-edmonton-clareview-town-centre,Clareview Town Centre,53.6034085,-113.4129852
#1204 330 CLAREVIEW STATION DR NW,2,2,1119,"$189,900",https://www.realtor.ca/real-estate/29523101/1204-330-clareview-station-dr-nw-edmonton-clareview-town-centre,Clareview Business Park,53.6034078,-113.4118368
#113 309 CLAREVIEW STATION DR NW,2,2,845,"$189,900",https://www.realtor.ca/real-estate/29523074/113-309-clareview-station-dr-nw-edmonton-clareview-town-centre,Clareview Business Park,53.6019107,-113.4140734
#63 3625 144 AV NW NW,3,3,1324,"$304,900",https://www.realtor.ca/real-estate/29517542/63-3625-144-av-nw-nw-edmonton-clareview-town-centre,Kildare,53.6068621,-113.4658724
#7 14208 36 ST NW,3,3,1371,"$335,000",https://www.realtor.ca/real-estate/29509393/7-14208-36-st-nw-edmonton-clareview-town-centre,Pylypow Industrial,53.5057584,-113.3972052
#110 3625 144 AV NW,3,3,1333,"$339,990",https://www.realtor.ca/real-estate/29500604/110-3625-144-av-nw-edmonton-clareview-town-centre,Kildare,53.6068621,-113.4658724
#103 309 CLAREVIEW STATION DR NW,1,1,568,"$125,000",https://www.realtor.ca/real-estate/29478600/103-309-clareview-station-dr-nw-edmonton-clareview-town-centre,Clareview Business Park,53.6026880,-113.4122450
#202 309 CLAREVIEW STATION DR NW NW,2,2,903,"$194,900",https://www.realtor.ca/real-estate/29468314/202-309-clareview-station-dr-nw-nw-edmonton-clareview-town-centre,Clareview Business Park,53.6026607,-113.4139562
#125 3625 144 AV NW,3,3,1323,"$314,990",https://www.realtor.ca/real-estate/29436126/125-3625-144-av-nw-edmonton-clareview-town-centre,Kildare,53.6068621,-113.4658724
#305 9803 96A ST NW,1,2,1170,"$279,097",https://www.realtor.ca/real-estate/29529533/305-9803-96a-st-nw-edmonton-cloverdale,Cloverdale,53.5374640,-113.4763900
#307 9750 94 ST NW,1,1,742,"$239,900",https://www.realtor.ca/real-estate/29483601/307-9750-94-st-nw-edmonton-cloverdale,Edmonton Research and Development Park,53.4495500,-113.4703027
#308 9603 98 AV NW,2,2,1711,"$424,900",https://www.realtor.ca/real-estate/29468187/308-9603-98-av-nw-edmonton-cloverdale,Cloverdale,53.5376255,-113.4754411
#201 9819 96A ST NW,2,2,1450,"$369,900",https://www.realtor.ca/real-estate/29374448/201-9819-96a-st-nw-edmonton-cloverdale,Cloverdale,53.5374640,-113.4763900
9743 91 ST NW,2,2,1435,"$424,900",https://www.realtor.ca/real-estate/29334667/9743-91-st-nw-edmonton-cloverdale,Ritchie,53.5089099,-113.4666524
#103 9811 96A ST NW,2,2,1294,"$394,900",https://www.realtor.ca/real-estate/29312357/103-9811-96a-st-nw-edmonton-cloverdale,Cloverdale,53.5374640,-113.4763900
#304 9803 96A ST NW,2,2,1169,"$275,000",https://www.realtor.ca/real-estate/29238670/304-9803-96a-st-nw-edmonton-cloverdale,Cloverdale,53.5374640,-113.4763900
#301 9603 98 AV NW,2,2,1066,"$315,000",https://www.realtor.ca/real-estate/29238134/301-9603-98-av-nw-edmonton-cloverdale,Cloverdale,53.5376255,-113.4754411
#37 1411 MILL WOODS RD E NW,3,3,1190,"$254,900",https://www.realtor.ca/real-estate/29557359/37-1411-mill-woods-rd-e-nw-edmonton-crawford-plains,Weinlos,53.4597372,-113.4068473
#12 1411 MILL WOODS RD E NW,3,2,1087,"$245,000",https://www.realtor.ca/real-estate/29547583/12-1411-mill-woods-rd-e-nw-edmonton-crawford-plains,Weinlos,53.4597372,-113.4068473
1003 49 ST NW,5,2,1102,"$450,000",https://www.realtor.ca/real-estate/29523576/1003-49-st-nw-edmonton-crawford-plains,Eastgate Business Park,53.5359148,-113.4141667
3516 13 AV NW,5,3,1177,"$484,900",https://www.realtor.ca/real-estate/29494190/3516-13-av-nw-edmonton-crawford-plains,Crawford Plains,53.4416971,-113.3962633
#11 1503 MILL WOODS RD E NW,2,1,958,"$179,900",https://www.realtor.ca/real-estate/29474177/11-1503-mill-woods-rd-e-nw-edmonton-crawford-plains,Pollard Meadows,53.4453451,-113.4020838
4823 10 AV NW,4,2,1032,"$444,888",https://www.realtor.ca/real-estate/29451213/4823-10-av-nw-edmonton-crawford-plains,Sakaw,53.4384453,-113.4221773
#23 1503 MILL WOODS RD E NW,2,1,958,"$190,000",https://www.realtor.ca/real-estate/29440221/23-1503-mill-woods-rd-e-nw-edmonton-crawford-plains,Pollard Meadows,53.4453451,-113.4020838
1314 35 ST NW,5,4,1664,"$559,000",https://www.realtor.ca/real-estate/29318579/1314-35-st-nw-edmonton-crawford-plains,Hairsine,53.6058879,-113.3947469
1312 35 ST NW,5,4,1664,"$559,000",https://www.realtor.ca/real-estate/29318513/1312-35-st-nw-edmonton-crawford-plains,Hairsine,53.6058879,-113.3947469
#61 1503 MILL WOODS E NW,2,2,1017,"$189,900",https://www.realtor.ca/real-estate/28643863/61-1503-mill-woods-e-nw-edmonton-crawford-plains,Weinlos,53.4597372,-113.4068473
9540 142 ST NW,3,4,1773,"$679,900",https://www.realtor.ca/real-estate/29550116/9540-142-st-nw-edmonton-crestwood,Crestwood,53.5329647,-113.5657113
9715 141 ST NW,4,4,2324,"$1,800,000",https://www.realtor.ca/real-estate/29550120/9715-141-st-nw-edmonton-crestwood,Brookside,53.4939995,-113.5633638
9708 146 ST NW,4,4,1611,"$750,000",https://www.realtor.ca/real-estate/29549656/9708-146-st-nw-edmonton-crestwood,Parkview,53.5260787,-113.5709884
14631 SUMMIT DR NW,5,5,3395,"$3,375,000",https://www.realtor.ca/real-estate/29529919/14631-summit-dr-nw-edmonton-crestwood,Crestwood,53.5403800,-113.5740523
14632 95 AV NW,3,2,900,"$625,000",https://www.realtor.ca/real-estate/29492310/14632-95-av-nw-edmonton-crestwood,Crestwood,53.5316053,-113.5756226
9728 141 ST NW,5,3,2291,"$1,399,000",https://www.realtor.ca/real-estate/29484287/9728-141-st-nw-edmonton-crestwood,Crestwood,53.5360119,-113.5617698
9540 148 ST NW,6,5,1830,"$1,198,800",https://www.realtor.ca/real-estate/29482670/9540-148-st-nw-edmonton-crestwood,Brander Gardens,53.4956700,-113.5751006
9804 143 ST NW,4,5,5701,"$4,500,000",https://www.realtor.ca/real-estate/29449383/9804-143-st-nw-edmonton-crestwood,Brookside,53.4939796,-113.5665340
9716 RIVERSIDE DR NW,,,,"$3,497,750",https://www.realtor.ca/real-estate/29434337/9716-riverside-dr-nw-edmonton-crestwood,Crestwood,53.5360716,-113.5597451
14320 MACKENZIE DR NW,4,4,3709,"$2,980,000",https://www.realtor.ca/real-estate/29361438/14320-mackenzie-dr-nw-edmonton-crestwood,Crestwood,53.5302106,-113.5688011
9788 146 ST NW,,,,"$848,900",https://www.realtor.ca/real-estate/29337738/9788-146-st-nw-edmonton-crestwood,Parkview,53.5253152,-113.5703807
9605 142 ST NW,6,4,2273,"$1,249,900",https://www.realtor.ca/real-estate/29334810/9605-142-st-nw-edmonton-crestwood,Crestwood,53.5335151,-113.5653988
#204 11218 80 ST NW,2,2,840,"$139,900",https://www.realtor.ca/real-estate/29500317/204-11218-80-st-nw-edmonton-cromdale,Cromdale,53.5619159,-113.4644029
11020 82 St NW,,,,"$3,897,000",https://www.realtor.ca/real-estate/29456298/11020-82-st-nw-edmonton,Cromdale,53.5586677,-113.4675193
#1105 8340 JASPER AV NW,1,2,1119,"$210,000",https://www.realtor.ca/real-estate/29453335/1105-8340-jasper-av-nw-edmonton-cromdale,Downtown,53.5418544,-113.4871857
#802 8220 JASPER AV NW,2,2,1109,"$220,000",https://www.realtor.ca/real-estate/29362880/802-8220-jasper-av-nw-edmonton-cromdale,Cromdale,53.5568895,-113.4682159
#302 8340 JASPER AV NW NW,1,2,1082,"$159,900",https://www.realtor.ca/real-estate/29249528/302-8340-jasper-av-nw-nw-edmonton-cromdale,Cromdale,53.5559694,-113.4703997
7780 JASPER AV NW,,,,"$699,000",https://www.realtor.ca/real-estate/28887631/7780-jasper-av-nw-edmonton-cromdale,Cromdale,53.5577720,-113.4611892
#501 8340 JASPER AV NW,2,1,879,"$174,500",https://www.realtor.ca/real-estate/28743967/501-8340-jasper-av-nw-edmonton-cromdale,Cromdale,53.5559694,-113.4703997
5145 127 ST SW,3,3,2881,"$6,388,000",https://www.realtor.ca/real-estate/28900623/5145-127-st-sw-edmonton-edmonton-south-central,Heritage Valley Town Centre,53.4101248,-113.5408895
16815 41 AV SW,3,3,2881,"$8,400,000",https://www.realtor.ca/real-estate/28753177/16815-41-av-sw-edmonton-edmonton-south-central,Ellerslie Industrial,53.3963107,-113.5080666
7351 181 AV NW,3,3,1668,"$485,098",https://www.realtor.ca/real-estate/29537368/7351-181-av-nw-edmonton-crystallina-nera-east,Chambery,53.6437208,-113.5074261
18164 74 ST NW,3,3,1383,"$466,933",https://www.realtor.ca/real-estate/29537306/18164-74-st-nw-edmonton-crystallina-nera-east,Virginia Park,53.5600675,-113.4498849
18119 74 ST NW,3,3,1421,"$469,900",https://www.realtor.ca/real-estate/29534405/18119-74-st-nw-edmonton-crystallina-nera-east,Kildare,53.6018370,-113.4554567
7227 182 AV NW,4,3,2096,"$635,247",https://www.realtor.ca/real-estate/29529756/7227-182-av-nw-edmonton-crystallina-nera-east,Klarvatten,53.6445202,-113.4754674
18113 73A ST NW,3,3,1586,"$498,645",https://www.realtor.ca/real-estate/29525108/18113-73a-st-nw-edmonton-crystallina-nera-east,Virginia Park,53.5600755,-113.4467112
18125 73A ST NW,4,3,1713,"$498,645",https://www.realtor.ca/real-estate/29519978/18125-73a-st-nw-edmonton-crystallina-nera-east,Virginia Park,53.5600755,-113.4467112
18169 73A ST NW,3,3,1668,"$485,098",https://www.realtor.ca/real-estate/29499869/18169-73a-st-nw-edmonton-crystallina-nera-east,Virginia Park,53.5600755,-113.4467112
6957 176A AV NW,3,3,2103,"$625,000",https://www.realtor.ca/real-estate/29462701/6957-176a-av-nw-edmonton-crystallina-nera-east,Chambery,53.6403150,-113.5143053
18129 73A ST NW,4,3,1713,"$498,000",https://www.realtor.ca/real-estate/29457470/18129-73a-st-nw-edmonton-crystallina-nera-east,Virginia Park,53.5600755,-113.4467112
7247 182 AV NW,3,3,2153,"$682,497",https://www.realtor.ca/real-estate/29454979/7247-182-av-nw-edmonton-crystallina-nera-east,Klarvatten,53.6445202,-113.4754674
7423 181 AV NW,3,3,1668,"$493,498",https://www.realtor.ca/real-estate/29454858/7423-181-av-nw-edmonton-crystallina-nera-east,Klarvatten,53.6436705,-113.4735673
17666 69A ST NW,3,3,1446,"$439,000",https://www.realtor.ca/real-estate/29450875/17666-69a-st-nw-edmonton-crystallina-nera-east,Ottewell,53.5350692,-113.4358716
7344 177 AV NW,3,3,2059,"$569,000",https://www.realtor.ca/real-estate/29551080/7344-177-av-nw-edmonton-crystallina-nera-west,Chambery,53.6412411,-113.5103856
#70 17832 78 ST NW,2,3,1409,"$379,900",https://www.realtor.ca/real-estate/29530684/70-17832-78-st-nw-edmonton-crystallina-nera-west,Meyonohk,53.4555918,-113.4491349
17450 80 ST NW,3,3,1827,"$520,000",https://www.realtor.ca/real-estate/29520445/17450-80-st-nw-edmonton-crystallina-nera-west,Kildare,53.6052591,-113.4647984
17487 77 ST NW,3,3,1693,"$479,000",https://www.realtor.ca/real-estate/29513489/17487-77-st-nw-edmonton-crystallina-nera-west,Idylwylde,53.5227516,-113.4462804
7694 174A AV NW,4,4,6399,"$2,350,000",https://www.realtor.ca/real-estate/29511686/7694-174a-av-nw-edmonton-crystallina-nera-west,Chambery,53.6364455,-113.5139847
7608 179 AV NW,5,3,2380,"$639,900",https://www.realtor.ca/real-estate/29499049/7608-179-av-nw-edmonton-crystallina-nera-west,Chambery,53.6428963,-113.5118650
17498 76 ST NW NW,3,3,1320,"$449,900",https://www.realtor.ca/real-estate/29496980/17498-76-st-nw-nw-edmonton-crystallina-nera-west,Tweddle Place,53.4774667,-113.4517858
17834 73A ST NW,4,4,1698,"$619,900",https://www.realtor.ca/real-estate/29460246/17834-73a-st-nw-edmonton-crystallina-nera-west,Crystallina Nera West,53.6427342,-113.4554294
7515 178 AV NW,6,4,2078,"$689,900",https://www.realtor.ca/real-estate/29432726/7515-178-av-nw-edmonton-crystallina-nera-west,Crystallina Nera West,53.6411715,-113.4570827
18122 77 Street,2,1,575,"$164,989",https://www.realtor.ca/real-estate/29431811/310-18122-77-street-edmonton-crystallina-nera-east,Summerside,53.4180379,-113.4554437
#15 17832 78 ST NW,2,1,884,"$249,900",https://www.realtor.ca/real-estate/29423640/15-17832-78-st-nw-edmonton-crystallina-nera-west,Meyonohk,53.4555918,-113.4491349
17475 77 ST NW,3,3,1728,"$492,500",https://www.realtor.ca/real-estate/29420573/17475-77-st-nw-edmonton-crystallina-nera-west,Idylwylde,53.5227516,-113.4462804
15112 139 ST NW,3,2,999,"$460,000",https://www.realtor.ca/real-estate/29557485/15112-139-st-nw-edmonton-cumberland,Cumberland,53.6127942,-113.5600146
14503 131 ST NW,3,3,1625,"$469,900",https://www.realtor.ca/real-estate/29544624/14503-131-st-nw-edmonton-cumberland,Cumberland,53.6080808,-113.5464325
14044 151 AV NW,2,2,1200,"$350,000",https://www.realtor.ca/real-estate/29514841/14044-151-av-nw-edmonton-cumberland,Caernarvon,53.6112992,-113.5231846
14048 151 AV NW,3,3,1023,"$399,900",https://www.realtor.ca/real-estate/29514089/14048-151-av-nw-edmonton-cumberland,Caernarvon,53.6112992,-113.5231846
15007 136 ST NW,4,4,1539,"$459,900",https://www.realtor.ca/real-estate/29417738/15007-136-st-nw-edmonton-cumberland,Cumberland,53.6131872,-113.5554281
